"gene","p_value"
"ENSG00000164096",0.0225833082414188
"ENSG00000143382",0.0225908236934149
"ENSG00000184785",0.0227070224845257
"ENSG00000006016",0.0227491832720454
"ENSG00000130699",0.0227769870218161
"ENSG00000066735",0.0229794152470918
"ENSG00000187741",0.0229996014219206
"ENSG00000048991",0.0230754893092699
"ENSG00000167173",0.0231032460678574
"ENSG00000106588",0.0231618291296447
"ENSG00000062038",0.0231924926185546
"ENSG00000123243",0.0232754588281264
"ENSG00000011347",0.0233261567697497
"ENSG00000143515",0.0233798332872216
"ENSG00000110195",0.0234110634891224
"ENSG00000168268",0.0234351102611647
"ENSG00000146918",0.0234622940283767
"ENSG00000130649",0.0234992420320622
"ENSG00000173898",0.0235115031019737
"ENSG00000205978",0.0236524020217724
"ENSG00000151224",0.0236676345756816
"ENSG00000170962",0.0236751412255835
"ENSG00000095951",0.0237143417582269
"ENSG00000171202",0.0237450670788226
"ENSG00000013016",0.0237543614191964
"ENSG00000167895",0.0237710661412578
"ENSG00000187260",0.0237862035628431
"ENSG00000081985",0.0237944304038908
"ENSG00000161057",0.0238517396391418
"ENSG00000176222",0.0239015892802487
"ENSG00000115598",0.0239067692110639
"ENSG00000086570",0.0239085595939849
"ENSG00000102871",0.0239146304251602
"ENSG00000171428",0.0239353174602048
"ENSG00000177459",0.0239472742942024
"ENSG00000103528",0.0239484489745944
"ENSG00000141179",0.0240226021892019
"ENSG00000114670",0.0240238231261704
"ENSG00000212907",0.0240543209138218
"ENSG00000077063",0.024146870428037
"ENSG00000152642",0.0241555727487367
"ENSG00000051382",0.0242702197900158
"ENSG00000184635",0.0242705357487227
"ENSG00000163701",0.0242822620806611
"ENSG00000250423",0.0243282610500379
"ENSG00000180096",0.0243313614522411
"ENSG00000146197",0.0245745836627031
"ENSG00000149485",0.0246443076692768
"ENSG00000100519",0.0246487820625532
"ENSG00000026297",0.0248571224912886
"ENSG00000005448",0.0249862285263955
"ENSG00000073803",0.0250244208622015
"ENSG00000167930",0.0251362088039521
"ENSG00000204580",0.0251723945122772
"ENSG00000206199",0.0251849713440347
"ENSG00000056998",0.0253134475597098
"ENSG00000163362",0.0253401464897362
"ENSG00000175773",0.0253623207014502
"ENSG00000130332",0.0254333320104336
"ENSG00000112769",0.0256401538086674
"ENSG00000213988",0.0257695314074165
"ENSG00000197045",0.0257848133922053
"ENSG00000107719",0.0258164211027788
"ENSG00000106803",0.0258203157481767
"ENSG00000071246",0.0260310132190284
"ENSG00000155254",0.0260515043936208
"ENSG00000101049",0.0260700332864188
"ENSG00000105290",0.0261922917849729
"ENSG00000112276",0.0263047575418864
"ENSG00000169599",0.0264585586657211
"ENSG00000204131",0.0265092846796313
"ENSG00000228672",0.0266228295361605
"ENSG00000141378",0.0266889637319845
"ENSG00000273015",0.0267319303772938
"ENSG00000196230",0.0267540811684676
"ENSG00000170482",0.0268526999396397
"ENSG00000163013",0.027016503235947
"ENSG00000116128",0.0270238028466345
"ENSG00000164649",0.0270652429195585
"ENSG00000070614",0.0271772931257828
"ENSG00000196260",0.0271870411000986
"ENSG00000285867",0.0272651172201851
"ENSG00000163251",0.0273401312697901
"ENSG00000114738",0.0274834430133544
"ENSG00000160678",0.0274951967456493
"ENSG00000131746",0.0275175190673508
"ENSG00000228594",0.0277658483899852
"ENSG00000180353",0.0278008918417586
"ENSG00000148773",0.0278238887843128
"ENSG00000276116",0.0278400247431282
"ENSG00000092847",0.0278535822970603
"ENSG00000008083",0.0278770925579274
"ENSG00000182557",0.0279417071774163
"ENSG00000071894",0.0279618607927429
"ENSG00000204789",0.0279792777428633
"ENSG00000182782",0.0280329885125189
"ENSG00000162073",0.028125706206815
"ENSG00000077782",0.0282180879049961
"ENSG00000135678",0.0282431663857781
"ENSG00000105514",0.0283184985017753
"ENSG00000127616",0.0283419636961128
"ENSG00000164574",0.0285710203089397
"ENSG00000138185",0.0285874079321956
"ENSG00000080503",0.028589847721649
"ENSG00000111077",0.0286499193345777
"ENSG00000183617",0.0288192042083093
"ENSG00000241990",0.0288678202227127
"ENSG00000175591",0.0289544734058801
"ENSG00000173269",0.0289624605422525
"ENSG00000169174",0.0289709872212916
"ENSG00000272009",0.0290519352445024
"ENSG00000101337",0.0291225238206096
"ENSG00000171456",0.0292189663747667
"ENSG00000110092",0.029322221692087
"ENSG00000146904",0.0294307557020442
"ENSG00000253525",0.029438909006847
"ENSG00000126705",0.0295388594335575
"ENSG00000050555",0.0295476458249816
"ENSG00000166292",0.0295869839190153
"ENSG00000128602",0.0296001835752058
"ENSG00000187678",0.0297246604542142
"ENSG00000200534",0.0297493219444192
"ENSG00000090857",0.0299051596884811
"ENSG00000124370",0.0299177272221028
"ENSG00000197016",0.0299304542610238
"ENSG00000154764",0.0299671424569331
"ENSG00000197183",0.0300673886703047
"ENSG00000173227",0.0301852107630995
"ENSG00000104325",0.0302897723142762
"ENSG00000102981",0.0303614146375587
"ENSG00000130822",0.0304078252473408
"ENSG00000156471",0.0304589343918112
"ENSG00000110917",0.0304886567974215
"ENSG00000144677",0.0305036448880186
"ENSG00000179913",0.0305322835763534
"ENSG00000106397",0.0305350816305643
"ENSG00000099875",0.0305839265341027
"ENSG00000137193",0.0306263269745393
"ENSG00000204934",0.030656445073516
"ENSG00000138433",0.030685280775031
"ENSG00000166508",0.0307252464160535
"ENSG00000140807",0.0307668289609893
"ENSG00000181418",0.0308575971610729
"ENSG00000143774",0.0308592328456406
"ENSG00000152284",0.0309122860960497
"ENSG00000111424",0.0309726862315055
"ENSG00000167380",0.0310444127837619
"ENSG00000071073",0.0311067148770901
"ENSG00000090013",0.0311359035495718
"ENSG00000081059",0.0311452776366594
"ENSG00000151176",0.0311773312032051
"ENSG00000122786",0.0312131456167406
"ENSG00000139714",0.0312345846642271
"ENSG00000106484",0.0313090693410773
"ENSG00000163346",0.0314030547345619
"ENSG00000244754",0.0314704346964047
"ENSG00000169239",0.0315326941240269
"ENSG00000225439",0.0315874454132929
"ENSG00000130701",0.031615449263446
"ENSG00000066468",0.0316451852640151
"ENSG00000286681",0.0317873877371407
"ENSG00000197444",0.0318409199605513
"ENSG00000120733",0.0319312236815182
"ENSG00000100129",0.0319519229358296
"ENSG00000151503",0.0319856660580688
"ENSG00000171928",0.0319868585435257
"ENSG00000153037",0.0320247882387442
"ENSG00000149582",0.0320303872727672
"ENSG00000132563",0.0320896252250119
"ENSG00000108984",0.0321326802834424
"ENSG00000157927",0.0321548394521749
"ENSG00000092929",0.0321698578087503
"ENSG00000197301",0.0321907300175809
"ENSG00000138696",0.0322464591236952
"ENSG00000143502",0.0323186811493836
"ENSG00000186174",0.0323618904027494
"ENSG00000158186",0.0323744562537275
"ENSG00000111206",0.0324257891826031
"ENSG00000185716",0.0324870275030101
"ENSG00000203965",0.0326181944910143
"ENSG00000226328",0.0326357133871783
"ENSG00000100167",0.0327743793567016
"ENSG00000164946",0.0328710439171121
"ENSG00000133256",0.0330101623486497
"ENSG00000156515",0.0330851397784973
"ENSG00000111181",0.0331008719069108
"ENSG00000079393",0.0331462578368371
"ENSG00000126001",0.0331907700915847
"ENSG00000259663",0.0332066383284915
"ENSG00000115514",0.0333269490156033
"ENSG00000110799",0.0334349869414685
"ENSG00000144182",0.0334537987922369
"ENSG00000071909",0.0335773699884023
"ENSG00000267296",0.0336866984471355
"ENSG00000196411",0.0337480057223545
"ENSG00000162407",0.0337587752925236
"ENSG00000131398",0.0338178610877082
"ENSG00000196405",0.0338180441062727
"ENSG00000162409",0.0339232274260012
"ENSG00000184916",0.0339598098882165
"ENSG00000160299",0.0339888354063882
"ENSG00000114737",0.0340949455259894
"ENSG00000169251",0.0341340383474483
"ENSG00000135503",0.0341616062017411
"ENSG00000166503",0.0341699204850286
"ENSG00000085511",0.0342057295589542
"ENSG00000139437",0.0342400792011203
"ENSG00000102317",0.0344014163172835
"ENSG00000175985",0.0344994669950986
"ENSG00000105875",0.0345950786630826
"ENSG00000132359",0.0347870193822083
"ENSG00000153006",0.0348224301078652
"ENSG00000197780",0.0348773039887049
"ENSG00000171130",0.0349250503353298
"ENSG00000095015",0.0349625882438581
"ENSG00000174233",0.0350367144665412
"ENSG00000198496",0.0351182204361394
"ENSG00000179403",0.0351644728175696
"ENSG00000132128",0.0352416239952858
"ENSG00000263001",0.0352435934173212
"ENSG00000106524",0.0355159118677531
"ENSG00000150556",0.03555243022679
"ENSG00000224877",0.0355724046999696
"ENSG00000046889",0.0356553889538485
"ENSG00000120738",0.035769117462788
"ENSG00000139998",0.035796536795647
"ENSG00000111859",0.03581451377691
"ENSG00000140280",0.0358791352553089
"ENSG00000165025",0.0359223678998209
"ENSG00000120549",0.0360068993444593
"ENSG00000168228",0.0360077324990397
"ENSG00000100234",0.0360635802966723
"ENSG00000125648",0.0361357030276346
"ENSG00000115128",0.0363829057410722
"ENSG00000239969",0.0364087792652507
"ENSG00000130477",0.0364149153007669
"ENSG00000099381",0.0364232796897084
"ENSG00000197291",0.0364271418896131
"ENSG00000167863",0.0364780051485878
"ENSG00000112137",0.0364906630197544
"ENSG00000165678",0.036539173913372
"ENSG00000107863",0.0365581261632494
"ENSG00000158748",0.0365767164986828
"ENSG00000134569",0.0367947445704438
"ENSG00000131650",0.0368392316410697
"ENSG00000158555",0.0368764368175123
"ENSG00000150990",0.0369027419052794
"ENSG00000105447",0.0369360225217338
"ENSG00000142632",0.0369878673630658
"ENSG00000266472",0.0370002350754211
"ENSG00000198947",0.037122876537002
"ENSG00000121775",0.0371893755058446
"ENSG00000167555",0.0372216999466452
"ENSG00000135976",0.0375183566534302
"ENSG00000141956",0.0375357480501545
"ENSG00000116661",0.0375677560988103
"ENSG00000133048",0.0375934963384873
"ENSG00000180340",0.0376233808461621
"ENSG00000176171",0.0376378154379716
"ENSG00000288833",0.0376533354403246
"ENSG00000116337",0.0377237666241187
"ENSG00000143256",0.03774273316548
"ENSG00000179222",0.0378659855012237
"ENSG00000228705",0.0380782651232063
"ENSG00000249464",0.0382304853763435
"ENSG00000166123",0.0382879168238041
"ENSG00000140465",0.0383020687379034
"ENSG00000261824",0.0383189772982649
"ENSG00000142197",0.0383293123556181
"ENSG00000122966",0.0383715368879403
"ENSG00000072071",0.0384984547368967
"ENSG00000158352",0.0387493863613198
"ENSG00000119685",0.038751525589212
"ENSG00000263753",0.0387910837948151
"ENSG00000225663",0.0388422867156938
"ENSG00000164626",0.0388830435029174
"ENSG00000225950",0.0389085713409822
"ENSG00000105323",0.038942387521834
"ENSG00000186104",0.0390545005334108
"ENSG00000104853",0.0391516038717752
"ENSG00000128512",0.0391556441466452
"ENSG00000155304",0.039201122071242
"ENSG00000198646",0.039338287678619
"ENSG00000109685",0.0394188379409354
"ENSG00000054983",0.0394391429139391
"ENSG00000169919",0.0397072000202963
"ENSG00000164087",0.0397140813210025
"ENSG00000182054",0.0398392739481224
"ENSG00000108797",0.0398557838075207
"ENSG00000144648",0.0398800928806102
"ENSG00000198752",0.0398895572363882
"ENSG00000141574",0.039929292434428
"ENSG00000143924",0.0399620317239391
"ENSG00000233834",0.0399918269731551
"ENSG00000196850",0.0399984011250842
"ENSG00000185000",0.0400860395799844
"ENSG00000091409",0.0401151389954213
"ENSG00000183248",0.040392819884939
"ENSG00000101605",0.0404198473850868
"ENSG00000163818",0.0404244042481318
"ENSG00000100311",0.0404409341593276
"ENSG00000006432",0.0405318018738061
"ENSG00000113719",0.0405381872960865
"ENSG00000111057",0.0405398022294165
"ENSG00000184203",0.0405954627132701
"ENSG00000140463",0.0406879676984992
"ENSG00000076248",0.0407189439347811
"ENSG00000100439",0.0407195735106379
"ENSG00000131504",0.0407782810360388
"ENSG00000108826",0.040786613491959
"ENSG00000052344",0.0408961017383647
"ENSG00000035403",0.0409306882559694
"ENSG00000048544",0.0409650616989384
"ENSG00000136942",0.0411425092806114
"ENSG00000175274",0.0411532053900848
"ENSG00000186897",0.0412500999059307
"ENSG00000083535",0.041251576381392
"ENSG00000155660",0.0412821662215704
"ENSG00000172172",0.0413156001908047
"ENSG00000182379",0.0414055445448221
"ENSG00000179364",0.041405999930727
"ENSG00000267128",0.0415125726957865
"ENSG00000162738",0.0415253191560745
"ENSG00000135108",0.0415833423782052
"ENSG00000142798",0.0416039560229175
"ENSG00000117472",0.041660453785125
"ENSG00000198642",0.0416801244047345
"ENSG00000182952",0.0417129605839558
"ENSG00000066629",0.0417881943085424
"ENSG00000170266",0.0418411659489333
"ENSG00000147394",0.0418622417416876
"ENSG00000183853",0.0419308661459159
"ENSG00000067191",0.0419673134996825
"ENSG00000077235",0.0420326680367899
"ENSG00000141076",0.0420875443251881
"ENSG00000014257",0.0421014458300335
"ENSG00000185261",0.0421859965258509
"ENSG00000020426",0.0421972654596888
"ENSG00000113593",0.0422123914664142
"ENSG00000174405",0.0423587497939662
"ENSG00000170537",0.042458206378977
"ENSG00000127084",0.0424718554689756
"ENSG00000133104",0.042488067994963
"ENSG00000111602",0.042529838639047
"ENSG00000019505",0.0425989815714257
"ENSG00000188807",0.042703453272653
"ENSG00000235065",0.0427287060497582
"ENSG00000185630",0.0427644826690442
"ENSG00000142273",0.0427809379867021
"ENSG00000179456",0.0429343682041694
"ENSG00000092020",0.043017343768464
"ENSG00000177599",0.0431884158990675
"ENSG00000167646",0.0431955529331242
"ENSG00000114446",0.0433587099199702
"ENSG00000171658",0.0435836945085301
"ENSG00000173473",0.0435889787512805
"ENSG00000113615",0.0436412504803654
"ENSG00000101407",0.0437434382566972
"ENSG00000100078",0.0437438485702901
"ENSG00000086666",0.0437634739492243
"ENSG00000189091",0.0438087513924089
"ENSG00000099219",0.0438138425007866
"ENSG00000118855",0.0438385150735624
"ENSG00000170175",0.0438456079708909
"ENSG00000103145",0.0438629835615889
"ENSG00000076662",0.0438665503159814
"ENSG00000178568",0.0438755383849581
"ENSG00000160233",0.0439585341208657
"ENSG00000260442",0.0439869678565582
"ENSG00000122642",0.0439944380975909
"ENSG00000274561",0.0441743734163546
"ENSG00000257267",0.0442744487827343
"ENSG00000130005",0.0442835512735964
"ENSG00000173988",0.0443559393765572
"ENSG00000079385",0.0443880417412401
