"gene","p_value","effect_size"
"ENSG00000113361",0.0162459063931271,-0.788327147868557
"ENSG00000155561",0.016275968215761,-0.414125972012988
"ENSG00000196557",0.0164673106760405,-1.21343937462086
"ENSG00000236609",0.0164805531178024,-2.03438297143987
"ENSG00000205362",0.0165011113911351,-4.51615349241283
"ENSG00000279495",0.0165289510604509,-1.16811490604777
"ENSG00000267249",0.0165929992938237,1.06506293127731
"ENSG00000179772",0.0166956187592598,-2.92362765576542
"ENSG00000196730",0.0167231283722293,-0.739387103866593
"ENSG00000120457",0.0168011946239891,-2.08226549943478
"ENSG00000062716",0.0168575929559293,0.439040092456141
"ENSG00000116985",0.0168614460356152,-0.905444984656492
"ENSG00000095539",0.0169542108771273,-3.23211421330187
"ENSG00000254221",0.0170204508909749,-1.40443702746793
"ENSG00000225555",0.0170415931601402,-1.99820283747508
"ENSG00000224094",0.0170494445426296,1.03732649183794
"ENSG00000068078",0.0170731472204505,-1.7109847026764
"ENSG00000185567",0.0170854168589265,-0.761941935147531
"ENSG00000132518",0.0171083170160028,-2.30977788471729
"ENSG00000254389",0.0171694964997076,-1.22256596668844
"ENSG00000113369",0.0172741695875131,0.491498139270555
"ENSG00000155893",0.0172777188694611,-0.742135575033122
"ENSG00000112655",0.0173504240634945,-0.600994025702843
"ENSG00000141441",0.0174357396990419,-0.603042479230751
"ENSG00000235621",0.0174806872378436,-1.21963063413493
"ENSG00000105655",0.0175639831262698,-1.08027331062904
"ENSG00000086991",0.0176664050605006,-2.05234808825029
"ENSG00000011376",0.0176807498003469,-0.546208443279463
"ENSG00000154548",0.0177143449990201,-1.62540372594433
"ENSG00000152518",0.0179455066004349,-0.647527265897636
"ENSG00000237036",0.0181136149578108,0.983445892753064
"ENSG00000198843",0.0182018276809513,0.428243977551018
"ENSG00000129353",0.0182055354650863,-0.716594571063031
"ENSG00000096696",0.0183244313236142,-0.478907786647137
"ENSG00000165810",0.01847366247017,1.42314650308942
"ENSG00000278540",0.0184746175235967,-0.645764302661071
"ENSG00000121742",0.0186318974817949,-1.19608751181627
"ENSG00000010361",0.0187271038600034,-1.95376078888782
"ENSG00000049323",0.0187830409083929,-1.13699478692589
"ENSG00000157796",0.0187840491490292,0.658285724688159
"ENSG00000088367",0.0188156539024841,-0.750036914511706
"ENSG00000100554",0.0188880553181921,0.503713667004723
"ENSG00000164751",0.0189599445080053,0.393130743561536
"ENSG00000149218",0.0189977878348141,-0.797799969030295
"ENSG00000149948",0.0190709860801368,-1.38813638850655
"ENSG00000016391",0.0191095860541248,-1.61464908396511
"ENSG00000146950",0.0191327256005726,-0.909016540815021
"ENSG00000236204",0.0192006976609898,1.29346273505088
"ENSG00000138829",0.0192991353065895,-1.40220971929429
"ENSG00000104332",0.0194612873228418,-1.59323565418922
"ENSG00000173212",0.0195546326176181,-1.42079497118713
"ENSG00000180233",0.0195558334038372,0.421954488388785
"ENSG00000122417",0.0195652041968257,0.474200398068408
"ENSG00000130816",0.0197644482109562,-0.496146429671751
"ENSG00000116133",0.0198112622115903,-0.484777495866744
"ENSG00000172264",0.0198166770976885,-1.12361455408369
"ENSG00000062598",0.0198822188582808,-0.485214948026164
"ENSG00000114115",0.019904899889212,-0.713020459286518
"ENSG00000196498",0.019938963544802,-0.500314301721438
"ENSG00000128567",0.020000236400322,-0.647079386943393
"ENSG00000176928",0.0200161058208722,-1.53038988662308
"ENSG00000148734",0.0200465496712785,-2.13857145981477
"ENSG00000151468",0.0200993120544824,-1.75342072267269
"ENSG00000240583",0.0202543736053121,-2.38712597177584
"ENSG00000146072",0.0202856861639785,-0.522587940463504
"ENSG00000171105",0.0204455512604883,-0.738566422715158
"ENSG00000129538",0.0204553515502191,-2.43065217773857
"ENSG00000135916",0.0204559546297572,-1.21014233842727
"ENSG00000183943",0.0205543326663884,-0.676972000424327
"ENSG00000100139",0.0205701784529698,-0.741803337113035
"ENSG00000170779",0.0206035419426534,-0.824245253363404
"ENSG00000170271",0.0206617600040823,-2.77829081685895
"ENSG00000078401",0.0206909746350873,-1.12458108287607
"ENSG00000149292",0.0207679351998072,0.647722933976541
"ENSG00000153132",0.0207757738969426,1.08934041115003
"ENSG00000115461",0.0207850201741556,-2.32548235550374
"ENSG00000146555",0.020819873152926,-0.66195712833918
"ENSG00000142530",0.0209128053862519,-1.57295584151054
"ENSG00000160932",0.0209217249755168,-0.970046160590658
"ENSG00000173402",0.0210893249843144,-0.689936233680857
"ENSG00000171806",0.0211634362244756,0.547068902670644
"ENSG00000119938",0.0211970267037393,-1.09840140129808
"ENSG00000107518",0.0212020648909976,-1.08681767889011
"ENSG00000137038",0.0212571523749184,0.533613444481176
"ENSG00000145103",0.0214375801426855,-1.27500224317009
"ENSG00000163430",0.0215413407572879,-0.609843279659771
"ENSG00000269313",0.0215957116104123,-1.54145407551133
"ENSG00000164904",0.0216830888246775,-0.804500265756326
"ENSG00000144730",0.0217171188592473,-1.42083216029177
"ENSG00000164061",0.0219054344537786,-1.14944764539104
"ENSG00000197077",0.0220806492215817,-0.490463464185255
"ENSG00000153107",0.0221291589414623,-0.678138654152069
"ENSG00000185088",0.0221372285089533,0.519755876979789
"ENSG00000142677",0.0222336539233653,-1.83120657021988
"ENSG00000110713",0.022255582811172,-0.36509724659868
"ENSG00000043143",0.0224391561858091,-0.889395434802884
"ENSG00000102349",0.0225448144018606,-1.16570045664071
"ENSG00000151148",0.0225788615750971,-0.584409696596462
"ENSG00000164096",0.0225833082414188,0.454299021202144
"ENSG00000143382",0.0225908236934149,-0.850724397373481
"ENSG00000184785",0.0227070224845257,-1.35357868051114
"ENSG00000006016",0.0227491832720454,-1.05683131431246
"ENSG00000130699",0.0227769870218161,-0.640901779380571
"ENSG00000066735",0.0229794152470918,-1.51810917252911
"ENSG00000187741",0.0229996014219206,-0.687932954919756
"ENSG00000048991",0.0230754893092699,-0.42846150943984
"ENSG00000167173",0.0231032460678574,-0.517385462181183
"ENSG00000106588",0.0231618291296447,1.14647395500399
"ENSG00000062038",0.0231924926185546,-0.801688997395895
"ENSG00000123243",0.0232754588281264,-1.507222941082
"ENSG00000011347",0.0233261567697497,-0.86276828512272
"ENSG00000143515",0.0233798332872216,-0.576174846602036
"ENSG00000110195",0.0234110634891224,-1.35881077191273
"ENSG00000168268",0.0234351102611647,-1.08696722081318
"ENSG00000146918",0.0234622940283767,-0.489176360062506
"ENSG00000130649",0.0234992420320622,-0.8700621308809
"ENSG00000173898",0.0235115031019737,-0.636096890869277
"ENSG00000205978",0.0236524020217724,-1.94686002396957
"ENSG00000151224",0.0236676345756816,-1.83209654124059
"ENSG00000170962",0.0236751412255835,-1.0967015625529
"ENSG00000095951",0.0237143417582269,-0.598850273597912
"ENSG00000171202",0.0237450670788226,0.661707839265695
"ENSG00000013016",0.0237543614191964,-0.936916300699711
"ENSG00000167895",0.0237710661412578,-2.0937444039998
"ENSG00000187260",0.0237862035628431,-2.85452375145459
"ENSG00000081985",0.0237944304038908,-2.2384805161606
"ENSG00000161057",0.0238517396391418,0.42955710107207
"ENSG00000176222",0.0239015892802487,-1.2184832596435
"ENSG00000115598",0.0239067692110639,-0.869143843847357
"ENSG00000086570",0.0239085595939849,-0.65997635347737
"ENSG00000102871",0.0239146304251602,0.555232831395544
"ENSG00000171428",0.0239353174602048,0.555587783612889
"ENSG00000177459",0.0239472742942024,-1.79133840313338
"ENSG00000103528",0.0239484489745944,-1.49584056013911
"ENSG00000141179",0.0240226021892019,0.478020632691982
"ENSG00000114670",0.0240238231261704,1.15460288884666
"ENSG00000212907",0.0240543209138218,-0.415182535333154
"ENSG00000077063",0.024146870428037,-1.29203043160555
"ENSG00000152642",0.0241555727487367,-0.724623640634994
"ENSG00000051382",0.0242702197900158,-0.572984771006694
"ENSG00000184635",0.0242705357487227,-2.42847303142971
"ENSG00000163701",0.0242822620806611,-1.54578860729427
"ENSG00000250423",0.0243282610500379,-3.59914458143031
"ENSG00000180096",0.0243313614522411,-1.36274859683353
"ENSG00000146197",0.0245745836627031,-1.47749335944843
"ENSG00000149485",0.0246443076692768,-0.550870388671125
"ENSG00000100519",0.0246487820625532,0.445111056718206
"ENSG00000026297",0.0248571224912886,-0.991019763294692
"ENSG00000005448",0.0249862285263955,-0.713494265532477
"ENSG00000073803",0.0250244208622015,0.488533945354844
"ENSG00000167930",0.0251362088039521,-0.440770865149549
"ENSG00000204580",0.0251723945122772,-0.632001869373117
"ENSG00000206199",0.0251849713440347,-4.40356969819055
"ENSG00000056998",0.0253134475597098,-0.657748848281049
"ENSG00000163362",0.0253401464897362,-0.561702934725864
"ENSG00000175773",0.0253623207014502,-1.08307206245848
"ENSG00000130332",0.0254333320104336,0.379496326628719
"ENSG00000112769",0.0256401538086674,-1.43859573918045
"ENSG00000213988",0.0257695314074165,-1.934548581994
"ENSG00000197045",0.0257848133922053,0.396236431387557
"ENSG00000107719",0.0258164211027788,-1.9594935209381
"ENSG00000106803",0.0258203157481767,0.492801515752326
"ENSG00000071246",0.0260310132190284,-0.91227407654575
"ENSG00000155254",0.0260515043936208,-0.787025291220716
"ENSG00000101049",0.0260700332864188,-1.47669113752762
"ENSG00000105290",0.0261922917849729,-0.79881213432725
"ENSG00000112276",0.0263047575418864,-1.10183847151583
"ENSG00000169599",0.0264585586657211,0.399934248813267
"ENSG00000204131",0.0265092846796313,-0.940086342494435
"ENSG00000228672",0.0266228295361605,0.913787389483466
"ENSG00000141378",0.0266889637319845,0.679436471451075
"ENSG00000273015",0.0267319303772938,0.516546471961313
"ENSG00000196230",0.0267540811684676,-0.653710262154766
"ENSG00000170482",0.0268526999396397,-1.19382924160654
"ENSG00000163013",0.027016503235947,-0.728874037808708
"ENSG00000116128",0.0270238028466345,-0.522477766259069
"ENSG00000164649",0.0270652429195585,-0.529426670784203
"ENSG00000070614",0.0271772931257828,-0.443790423726638
"ENSG00000196260",0.0271870411000986,-1.65992934684672
"ENSG00000285867",0.0272651172201851,0.717040733707067
"ENSG00000163251",0.0273401312697901,-0.700817787425835
"ENSG00000114738",0.0274834430133544,-0.70364183389862
"ENSG00000160678",0.0274951967456493,-1.05656110755558
"ENSG00000131746",0.0275175190673508,-0.941188295501915
"ENSG00000228594",0.0277658483899852,-0.864521219696418
"ENSG00000180353",0.0278008918417586,-1.3371066594805
"ENSG00000148773",0.0278238887843128,-0.645505069195006
"ENSG00000276116",0.0278400247431282,-1.15960364394707
"ENSG00000092847",0.0278535822970603,-0.487686917516203
"ENSG00000008083",0.0278770925579274,-0.373247470041084
"ENSG00000182557",0.0279417071774163,-2.0360810303962
"ENSG00000071894",0.0279618607927429,-0.467288226708489
"ENSG00000204789",0.0279792777428633,-1.34163384716142
"ENSG00000182782",0.0280329885125189,-1.81083772106406
"ENSG00000162073",0.028125706206815,-0.907149582844057
"ENSG00000077782",0.0282180879049961,-0.807209232992884
"ENSG00000135678",0.0282431663857781,-0.994044166388898
"ENSG00000105514",0.0283184985017753,-0.475506455975364
"ENSG00000127616",0.0283419636961128,-0.34074462094884
"ENSG00000164574",0.0285710203089397,-0.47711540186688
"ENSG00000138185",0.0285874079321956,-1.04221483955463
"ENSG00000080503",0.028589847721649,-1.20980065413519
"ENSG00000111077",0.0286499193345777,-0.861164453224569
"ENSG00000183617",0.0288192042083093,0.620663274886614
"ENSG00000241990",0.0288678202227127,0.844883352584606
"ENSG00000175591",0.0289544734058801,-0.842469937385359
"ENSG00000173269",0.0289624605422525,-1.38771084580563
"ENSG00000169174",0.0289709872212916,-0.749680119349831
"ENSG00000272009",0.0290519352445024,0.81798953352437
"ENSG00000101337",0.0291225238206096,-0.525693098878451
"ENSG00000171456",0.0292189663747667,-0.400815395983752
"ENSG00000110092",0.029322221692087,-0.390288316466282
"ENSG00000146904",0.0294307557020442,-0.985411703098546
"ENSG00000253525",0.029438909006847,0.954707155310685
"ENSG00000126705",0.0295388594335575,-0.646366279659887
"ENSG00000050555",0.0295476458249816,-1.21207132806818
"ENSG00000166292",0.0295869839190153,1.31216989777087
"ENSG00000128602",0.0296001835752058,-1.03344301877962
"ENSG00000187678",0.0297246604542142,-0.532887054895195
"ENSG00000200534",0.0297493219444192,0.981283996070173
"ENSG00000090857",0.0299051596884811,-0.469865962100899
"ENSG00000124370",0.0299177272221028,0.639012466387151
"ENSG00000197016",0.0299304542610238,-1.19313186810688
"ENSG00000154764",0.0299671424569331,-1.16833764043408
"ENSG00000197183",0.0300673886703047,-0.533055372625167
"ENSG00000173227",0.0301852107630995,-1.22463803845154
"ENSG00000104325",0.0302897723142762,0.393639961337947
"ENSG00000102981",0.0303614146375587,-0.967658019717324
"ENSG00000130822",0.0304078252473408,-3.51892103603017
"ENSG00000156471",0.0304589343918112,-0.51482790300714
"ENSG00000110917",0.0304886567974215,-0.674161360186735
"ENSG00000144677",0.0305036448880186,-0.670883828872037
"ENSG00000179913",0.0305322835763534,-0.990316579658425
"ENSG00000106397",0.0305350816305643,-0.361048930716624
"ENSG00000099875",0.0305839265341027,0.605063533580549
"ENSG00000137193",0.0306263269745393,-0.696586315412502
"ENSG00000204934",0.030656445073516,-1.02773253213796
"ENSG00000138433",0.030685280775031,0.476934777752076
