"intercept","min_phred","min_length","count_sd","aligner_kallisto","aligner_salmon","aligner_STAR","trim_poly_g_X1","trim_poly_x_X1","min_phred_x_min_length","min_phred_x_aligner_kallisto","min_phred_x_aligner_salmon","min_phred_x_aligner_STAR","min_phred_x_trim_poly_g_X1","min_phred_x_trim_poly_x_X1","min_length_x_aligner_kallisto","min_length_x_aligner_salmon","min_length_x_aligner_STAR","min_length_x_trim_poly_g_X1","min_length_x_trim_poly_x_X1","aligner_kallisto_x_trim_poly_g_X1","aligner_kallisto_x_trim_poly_x_X1","aligner_salmon_x_trim_poly_g_X1","aligner_salmon_x_trim_poly_x_X1","aligner_STAR_x_trim_poly_g_X1","aligner_STAR_x_trim_poly_x_X1","trim_poly_g_X1_x_trim_poly_x_X1"
1,30,44,3395.70195551956,0,0,1,0,0,1320,0,0,30,0,0,0,0,44,0,0,0,0,0,0,0,0,0
1,30,47,3388.4388768167,0,0,1,0,1,1410,0,0,30,0,30,0,0,47,0,47,0,0,0,0,0,1,0
1,20,35,2996.98446010679,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,36,2996.90224837139,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,36,2996.89114564777,0,0,0,1,1,720,0,0,0,20,20,0,0,0,36,36,0,0,0,0,0,0,1
1,20,42,2990.44278197149,0,0,0,0,1,840,0,0,0,0,20,0,0,0,0,42,0,0,0,0,0,0,0
1,20,42,2994.07444323206,0,0,0,1,0,840,0,0,0,20,0,0,0,0,42,0,0,0,0,0,0,0,0
1,20,43,2993.12633953132,0,0,0,1,0,860,0,0,0,20,0,0,0,0,43,0,0,0,0,0,0,0,0
1,20,44,2992.97557587333,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,44,2988.95737988707,0,0,0,1,1,880,0,0,0,20,20,0,0,0,44,44,0,0,0,0,0,0,1
1,20,45,2992.10975504389,0,0,0,1,0,900,0,0,0,20,0,0,0,0,45,0,0,0,0,0,0,0,0
1,20,48,2986.22777573756,0,0,0,0,1,960,0,0,0,0,20,0,0,0,0,48,0,0,0,0,0,0,0
1,20,49,2986.22777573756,0,0,0,1,1,980,0,0,0,20,20,0,0,0,49,49,0,0,0,0,0,0,1
1,20,50,2986.22777573756,0,0,0,0,1,1000,0,0,0,0,20,0,0,0,0,50,0,0,0,0,0,0,0
1,21,31,2997.62207321496,0,0,0,0,1,651,0,0,0,0,21,0,0,0,0,31,0,0,0,0,0,0,0
1,21,31,2997.58795543519,0,0,0,1,0,651,0,0,0,21,0,0,0,0,31,0,0,0,0,0,0,0,0
1,21,36,2996.89159516555,0,0,0,0,1,756,0,0,0,0,21,0,0,0,0,36,0,0,0,0,0,0,0
1,21,49,2990.24341967999,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,50,2986.22777573756,0,0,0,1,1,1050,0,0,0,21,21,0,0,0,50,50,0,0,0,0,0,0,1
1,22,32,2997.60700785003,0,0,0,0,1,704,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0
1,22,36,2836.32590851899,0,0,0,1,0,792,0,0,0,22,0,0,0,0,36,0,0,0,0,0,0,0,0
1,22,40,2996.34449064779,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,42,2994.07444323206,0,0,0,1,0,924,0,0,0,22,0,0,0,0,42,0,0,0,0,0,0,0,0
1,22,43,2993.4629693099,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,43,2989.44536740298,0,0,0,0,1,946,0,0,0,0,22,0,0,0,0,43,0,0,0,0,0,0,0
1,22,43,2989.44536740298,0,0,0,1,1,946,0,0,0,22,22,0,0,0,43,43,0,0,0,0,0,0,1
1,22,46,2868.59775328093,0,0,0,1,1,1012,0,0,0,22,22,0,0,0,46,46,0,0,0,0,0,0,1
1,22,49,2986.22777573756,0,0,0,0,1,1078,0,0,0,0,22,0,0,0,0,49,0,0,0,0,0,0,0
1,22,50,2990.24341967999,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,30,2996.53630828946,0,0,0,1,0,690,0,0,0,23,0,0,0,0,30,0,0,0,0,0,0,0,0
1,23,31,2996.56443378164,0,0,0,1,1,713,0,0,0,23,23,0,0,0,31,31,0,0,0,0,0,0,1
1,23,32,2996.54942423584,0,0,0,1,1,736,0,0,0,23,23,0,0,0,32,32,0,0,0,0,0,0,1
1,23,35,2995.92986960776,0,0,0,0,1,805,0,0,0,0,23,0,0,0,0,35,0,0,0,0,0,0,0
1,23,39,2995.19548924668,0,0,0,1,1,897,0,0,0,23,23,0,0,0,39,39,0,0,0,0,0,0,1
1,23,40,2995.28793301627,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,34,2996.16513122802,0,0,0,0,1,816,0,0,0,0,24,0,0,0,0,34,0,0,0,0,0,0,0
1,24,38,2995.54228918376,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,40,2995.28793301627,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,41,2993.33809243055,0,0,0,1,0,984,0,0,0,24,0,0,0,0,41,0,0,0,0,0,0,0,0
1,24,45,2987.37722440105,0,0,0,1,1,1080,0,0,0,24,24,0,0,0,45,45,0,0,0,0,0,0,1
1,24,48,2985.17590457326,0,0,0,1,1,1152,0,0,0,24,24,0,0,0,48,48,0,0,0,0,0,0,1
1,24,49,2988.8531274154,0,0,0,1,0,1176,0,0,0,24,0,0,0,0,49,0,0,0,0,0,0,0,0
1,25,31,2996.53057494634,0,0,0,1,0,775,0,0,0,25,0,0,0,0,31,0,0,0,0,0,0,0,0
1,25,33,2996.54780656245,0,0,0,1,1,825,0,0,0,25,25,0,0,0,33,33,0,0,0,0,0,0,1
1,25,37,2995.85323130973,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,46,2985.17590457326,0,0,0,1,1,1150,0,0,0,25,25,0,0,0,46,46,0,0,0,0,0,0,1
1,25,48,2985.17590457326,0,0,0,1,1,1200,0,0,0,25,25,0,0,0,48,48,0,0,0,0,0,0,1
1,26,34,2996.15567702715,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,39,2995.19585693793,0,0,0,0,1,1014,0,0,0,0,26,0,0,0,0,39,0,0,0,0,0,0,0
1,26,39,2995.36145322704,0,0,0,1,0,1014,0,0,0,26,0,0,0,0,39,0,0,0,0,0,0,0,0
1,26,41,2993.33809243055,0,0,0,1,0,1066,0,0,0,26,0,0,0,0,41,0,0,0,0,0,0,0,0
1,26,42,2993.01908407485,0,0,0,1,0,1092,0,0,0,26,0,0,0,0,42,0,0,0,0,0,0,0,0
1,26,43,2988.39238028089,0,0,0,0,1,1118,0,0,0,0,26,0,0,0,0,43,0,0,0,0,0,0,0
1,26,43,2992.07141459161,0,0,0,1,0,1118,0,0,0,26,0,0,0,0,43,0,0,0,0,0,0,0,0
1,26,44,2987.9046403279,0,0,0,1,1,1144,0,0,0,26,26,0,0,0,44,44,0,0,0,0,0,0,1
1,26,46,2989.18911447358,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,46,2985.17590457326,0,0,0,0,1,1196,0,0,0,0,26,0,0,0,0,46,0,0,0,0,0,0,0
1,26,46,2988.8531274154,0,0,0,1,0,1196,0,0,0,26,0,0,0,0,46,0,0,0,0,0,0,0,0
1,26,47,2985.17590457326,0,0,0,0,1,1222,0,0,0,0,26,0,0,0,0,47,0,0,0,0,0,0,0
1,26,48,2989.18911447358,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,50,2985.17590457326,0,0,0,0,1,1300,0,0,0,0,26,0,0,0,0,50,0,0,0,0,0,0,0
1,27,30,2996.58049963008,0,0,0,1,1,810,0,0,0,27,27,0,0,0,30,30,0,0,0,0,0,0,1
1,27,32,2996.51638046854,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,36,2995.83505613021,0,0,0,0,1,972,0,0,0,0,27,0,0,0,0,36,0,0,0,0,0,0,0
1,27,36,2995.83460705088,0,0,0,1,1,972,0,0,0,27,27,0,0,0,36,36,0,0,0,0,0,0,1
1,27,37,2995.85323130973,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,38,2829.25279789982,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,39,2995.35799546246,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,41,2991.14005910863,0,0,0,1,1,1107,0,0,0,27,27,0,0,0,41,41,0,0,0,0,0,0,1
1,27,42,2993.35533624551,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,42,2989.38933575487,0,0,0,0,1,1134,0,0,0,0,27,0,0,0,0,42,0,0,0,0,0,0,0
1,27,42,2993.01908407485,0,0,0,1,0,1134,0,0,0,27,0,0,0,0,42,0,0,0,0,0,0,0,0
1,27,43,2992.40755076556,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,43,2988.39238028089,0,0,0,1,1,1161,0,0,0,27,27,0,0,0,43,43,0,0,0,0,0,0,1
1,27,49,2989.18911447358,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,33,2987.60625236342,0,0,0,0,1,924,0,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0,0
1,28,33,2987.6057339591,0,0,0,1,1,924,0,0,0,28,28,0,0,0,33,33,0,0,0,0,0,0,1
1,28,34,2987.22491831516,0,0,0,1,1,952,0,0,0,28,28,0,0,0,34,34,0,0,0,0,0,0,1
1,28,37,2986.92306190518,0,0,0,1,0,1036,0,0,0,28,0,0,0,0,37,0,0,0,0,0,0,0,0
1,28,38,2986.61305526904,0,0,0,1,0,1064,0,0,0,28,0,0,0,0,38,0,0,0,0,0,0,0,0
1,28,40,2986.32324754157,0,0,0,1,0,1120,0,0,0,28,0,0,0,0,40,0,0,0,0,0,0,0,0
1,28,40,2985.66493068604,0,0,0,1,1,1120,0,0,0,28,28,0,0,0,40,40,0,0,0,0,0,0,1
1,28,44,2979.00276639746,0,0,0,1,1,1232,0,0,0,28,28,0,0,0,44,44,0,0,0,0,0,0,1
1,28,48,2976.28640049306,0,0,0,1,1,1344,0,0,0,28,28,0,0,0,48,48,0,0,0,0,0,0,1
1,28,50,2976.28640049306,0,0,0,1,1,1400,0,0,0,28,28,0,0,0,50,50,0,0,0,0,0,0,1
1,29,33,2987.60625236342,0,0,0,0,1,957,0,0,0,0,29,0,0,0,0,33,0,0,0,0,0,0,0
1,29,37,2986.92306190518,0,0,0,1,0,1073,0,0,0,29,0,0,0,0,37,0,0,0,0,0,0,0,0
1,29,38,2986.61305526904,0,0,0,1,0,1102,0,0,0,29,0,0,0,0,38,0,0,0,0,0,0,0,0
1,29,40,2986.35238439064,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,44,2983.00052746013,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,47,2979.94712411235,0,0,0,1,0,1363,0,0,0,29,0,0,0,0,47,0,0,0,0,0,0,0,0
1,29,50,2980.28160981956,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,50,2979.94712411235,0,0,0,1,0,1450,0,0,0,29,0,0,0,0,50,0,0,0,0,0,0,0,0
1,30,31,2987.57793772075,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,37,2986.86755781846,0,0,0,0,1,1110,0,0,0,0,30,0,0,0,0,37,0,0,0,0,0,0,0
1,30,37,2986.92306190518,0,0,0,1,0,1110,0,0,0,30,0,0,0,0,37,0,0,0,0,0,0,0,0
1,30,39,2986.42202123385,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,41,2984.74539653234,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,41,2982.222149055,0,0,0,1,1,1230,0,0,0,30,30,0,0,0,41,41,0,0,0,0,0,0,1
1,30,43,2983.15062069735,0,0,0,1,0,1290,0,0,0,30,0,0,0,0,43,0,0,0,0,0,0,0,0
1,30,44,2983.00052746013,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,47,2976.28640049306,0,0,0,0,1,1410,0,0,0,0,30,0,0,0,0,47,0,0,0,0,0,0,0
