"intercept","min_phred","min_length","p_value_sd","aligner_kallisto","aligner_salmon","aligner_STAR","trim_poly_g_X1","trim_poly_x_X1","norm_method_none","norm_method_RLE","norm_method_TMM","norm_method_TMMwsp","norm_method_upperquartile","min_phred_x_min_length","min_phred_x_aligner_kallisto","min_phred_x_aligner_salmon","min_phred_x_aligner_STAR","min_phred_x_trim_poly_g_X1","min_phred_x_trim_poly_x_X1","min_phred_x_norm_method_none","min_phred_x_norm_method_RLE","min_phred_x_norm_method_TMM","min_phred_x_norm_method_TMMwsp","min_phred_x_norm_method_upperquartile","min_length_x_aligner_kallisto","min_length_x_aligner_salmon","min_length_x_aligner_STAR","min_length_x_trim_poly_g_X1","min_length_x_trim_poly_x_X1","min_length_x_norm_method_none","min_length_x_norm_method_RLE","min_length_x_norm_method_TMM","min_length_x_norm_method_TMMwsp","min_length_x_norm_method_upperquartile","aligner_kallisto_x_trim_poly_g_X1","aligner_kallisto_x_trim_poly_x_X1","aligner_kallisto_x_norm_method_none","aligner_kallisto_x_norm_method_RLE","aligner_kallisto_x_norm_method_TMM","aligner_kallisto_x_norm_method_TMMwsp","aligner_kallisto_x_norm_method_upperquartile","aligner_salmon_x_trim_poly_g_X1","aligner_salmon_x_trim_poly_x_X1","aligner_salmon_x_norm_method_none","aligner_salmon_x_norm_method_RLE","aligner_salmon_x_norm_method_TMM","aligner_salmon_x_norm_method_TMMwsp","aligner_salmon_x_norm_method_upperquartile","aligner_STAR_x_trim_poly_g_X1","aligner_STAR_x_trim_poly_x_X1","aligner_STAR_x_norm_method_none","aligner_STAR_x_norm_method_RLE","aligner_STAR_x_norm_method_TMM","aligner_STAR_x_norm_method_TMMwsp","aligner_STAR_x_norm_method_upperquartile","trim_poly_g_X1_x_trim_poly_x_X1","trim_poly_g_X1_x_norm_method_none","trim_poly_g_X1_x_norm_method_RLE","trim_poly_g_X1_x_norm_method_TMM","trim_poly_g_X1_x_norm_method_TMMwsp","trim_poly_g_X1_x_norm_method_upperquartile","trim_poly_x_X1_x_norm_method_none","trim_poly_x_X1_x_norm_method_RLE","trim_poly_x_X1_x_norm_method_TMM","trim_poly_x_X1_x_norm_method_TMMwsp","trim_poly_x_X1_x_norm_method_upperquartile"
1,30,35,0.553139494238707,1,0,0,1,1,0,0,0,1,0,1050,30,0,0,30,30,0,0,0,30,0,35,0,0,35,35,0,0,0,35,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,22,42,0.553133938033364,1,0,0,0,1,0,0,0,0,1,924,22,0,0,0,22,0,0,0,0,22,42,0,0,0,42,0,0,0,0,42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,28,43,0.374032748760506,1,0,0,1,1,0,0,0,0,0,1204,28,0,0,28,28,0,0,0,0,0,43,0,0,43,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,23,47,0.55359460129421,0,1,0,1,1,0,0,0,0,1,1081,0,23,0,23,23,0,0,0,0,23,0,47,0,47,47,0,0,0,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,23,42,0.373664552776411,1,0,0,0,1,0,0,0,0,0,966,23,0,0,0,23,0,0,0,0,0,42,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,44,0.552860059983861,1,0,0,1,0,0,0,0,1,0,924,21,0,0,21,0,0,0,0,21,0,44,0,0,44,0,0,0,0,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,30,41,0.552736459489142,1,0,0,1,0,0,0,0,1,0,1230,30,0,0,30,0,0,0,0,30,0,41,0,0,41,0,0,0,0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,30,42,0.552658650281227,1,0,0,1,0,0,1,0,0,0,1260,30,0,0,30,0,0,30,0,0,0,42,0,0,42,0,0,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,24,41,0.554096688379512,0,1,0,1,1,0,0,0,1,0,984,0,24,0,24,24,0,0,0,24,0,0,41,0,41,41,0,0,0,41,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,25,35,0.553038864986257,1,0,0,0,0,1,0,0,0,0,875,25,0,0,0,0,25,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,44,0.552833708406612,1,0,0,0,0,0,0,1,0,0,1276,29,0,0,0,0,0,0,29,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,30,0.373577053628651,1,0,0,1,1,0,0,0,0,0,630,21,0,0,21,21,0,0,0,0,0,30,0,0,30,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,27,47,0.553760078871457,0,1,0,1,1,0,0,0,0,1,1269,0,27,0,27,27,0,0,0,0,27,0,47,0,47,47,0,0,0,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,27,38,0.553893124869713,0,1,0,1,0,0,0,1,0,0,1026,0,27,0,27,0,0,0,27,0,0,0,38,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,28,47,0.552901873491082,1,0,0,1,0,1,0,0,0,0,1316,28,0,0,28,0,28,0,0,0,0,47,0,0,47,0,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,29,36,0.554309656153609,0,1,0,1,0,1,0,0,0,0,1044,0,29,0,29,0,29,0,0,0,0,0,36,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,21,36,0.55355610621094,0,1,0,0,0,0,0,0,0,1,756,0,21,0,0,0,0,0,0,0,21,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,30,0.553898690294897,0,1,0,0,1,0,1,0,0,0,810,0,27,0,0,27,0,27,0,0,0,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,22,40,0.554565054293957,0,1,0,1,1,1,0,0,0,0,880,0,22,0,22,22,22,0,0,0,0,0,40,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,26,40,0.554194434736419,0,1,0,1,1,0,1,0,0,0,1040,0,26,0,26,26,0,26,0,0,0,0,40,0,40,40,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,27,39,0.373730150515506,1,0,0,1,0,0,0,0,0,0,1053,27,0,0,27,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,48,0.553834314711698,0,1,0,0,0,0,0,0,1,0,1248,0,26,0,0,0,0,0,0,26,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,48,0.553472141203708,0,1,0,0,1,0,0,0,0,1,1392,0,29,0,0,29,0,0,0,0,29,0,48,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,29,37,0.552963843012299,1,0,0,0,0,1,0,0,0,0,1073,29,0,0,0,0,29,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,49,0.552861808582446,1,0,0,1,0,0,0,0,1,0,1127,23,0,0,23,0,0,0,0,23,0,49,0,0,49,0,0,0,0,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,25,30,0.553909625341559,0,1,0,0,0,0,0,0,1,0,750,0,25,0,0,0,0,0,0,25,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,48,0.554040323251311,0,1,0,0,1,0,0,0,1,0,1200,0,25,0,0,25,0,0,0,25,0,0,48,0,0,48,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24,33,0.552855960854571,1,0,0,0,1,0,0,0,0,1,792,24,0,0,0,24,0,0,0,0,24,33,0,0,0,33,0,0,0,0,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,35,0.552769559764155,1,0,0,1,0,0,1,0,0,0,910,26,0,0,26,0,0,26,0,0,0,35,0,0,35,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,26,41,0.554434240085061,0,1,0,0,1,1,0,0,0,0,1066,0,26,0,0,26,26,0,0,0,0,0,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,22,38,0.552850425955549,1,0,0,0,0,0,0,0,1,0,836,22,0,0,0,0,0,0,0,22,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,34,0.55277622431258,1,0,0,0,0,0,1,0,0,0,748,22,0,0,0,0,0,22,0,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,36,0.553280683440549,1,0,0,1,1,1,0,0,0,0,1044,29,0,0,29,29,29,0,0,0,0,36,0,0,36,36,36,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,27,40,0.55462812261428,0,1,0,0,1,1,0,0,0,0,1080,0,27,0,0,27,27,0,0,0,0,0,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,26,32,0.552841580416407,1,0,0,0,1,0,0,0,0,1,832,26,0,0,0,26,0,0,0,0,26,32,0,0,0,32,0,0,0,0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,37,0.552848941043373,1,0,0,0,0,0,0,0,1,0,962,26,0,0,0,0,0,0,0,26,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,46,0.554414797954011,0,1,0,0,0,1,0,0,0,0,966,0,21,0,0,0,21,0,0,0,0,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,37,0.554066116670235,0,1,0,1,1,0,1,0,0,0,962,0,26,0,26,26,0,26,0,0,0,0,37,0,37,37,0,37,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,24,34,0.553922972695517,0,1,0,1,0,0,0,1,0,0,816,0,24,0,24,0,0,0,24,0,0,0,34,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,24,49,0.554549046330339,0,1,0,0,1,1,0,0,0,0,1176,0,24,0,0,24,24,0,0,0,0,0,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,21,49,0.553896575231148,0,1,0,1,0,0,0,1,0,0,1029,0,21,0,21,0,0,0,21,0,0,0,49,0,49,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,30,47,0.554339338655324,0,1,0,0,1,1,0,0,0,0,1410,0,30,0,0,30,30,0,0,0,0,0,47,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,26,34,0.55454236709149,0,1,0,1,1,1,0,0,0,0,884,0,26,0,26,26,26,0,0,0,0,0,34,0,34,34,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,20,35,0.217482911568633,0,0,1,0,0,1,0,0,0,0,700,0,0,20,0,0,20,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,36,0.217585398160628,0,0,1,0,0,0,0,0,0,1,720,0,0,20,0,0,0,0,0,0,20,0,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,20,36,0.21748851795597,0,0,1,1,1,1,0,0,0,0,720,0,0,20,20,20,20,0,0,0,0,0,0,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,20,42,0.217393731136344,0,0,1,0,1,1,0,0,0,0,840,0,0,20,0,20,20,0,0,0,0,0,0,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,20,42,0.21772004418398,0,0,1,1,0,0,0,1,0,0,840,0,0,20,20,0,0,0,20,0,0,0,0,42,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,20,43,0.217704762934987,0,0,1,1,0,0,1,0,0,0,860,0,0,20,20,0,0,20,0,0,0,0,0,43,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,20,44,0.217750092180354,0,0,1,0,0,0,0,1,0,0,880,0,0,20,0,0,0,0,20,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,44,0.217745708829816,0,0,1,1,1,0,0,1,0,0,880,0,0,20,20,20,0,0,20,0,0,0,0,44,44,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,20,45,0.217525296606871,0,0,1,1,0,1,0,0,0,0,900,0,0,20,20,0,20,0,0,0,0,0,0,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,20,48,0.217693093514293,0,0,1,0,1,0,1,0,0,0,960,0,0,20,0,20,0,20,0,0,0,0,0,48,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,20,49,0.217453389939602,0,0,1,1,1,1,0,0,0,0,980,0,0,20,20,20,20,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,20,50,0.217633261182754,0,0,1,0,1,0,0,0,0,1,1000,0,0,20,0,20,0,0,0,0,20,0,0,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,21,31,0.217660576206523,0,0,1,0,1,0,1,0,0,0,651,0,0,21,0,21,0,21,0,0,0,0,0,31,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,21,31,0.217747615224262,0,0,1,1,0,0,0,1,0,0,651,0,0,21,21,0,0,0,21,0,0,0,0,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,21,36,0.217670043526103,0,0,1,0,1,0,0,1,0,0,756,0,0,21,0,21,0,0,21,0,0,0,0,36,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,21,49,0.217622829727359,0,0,1,0,0,0,0,0,1,0,1029,0,0,21,0,0,0,0,0,21,0,0,0,49,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,21,50,0.217453389939602,0,0,1,1,1,1,0,0,0,0,1050,0,0,21,21,21,21,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,22,32,0.217455491336933,0,0,1,0,1,1,0,0,0,0,704,0,0,22,0,22,22,0,0,0,0,0,0,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,22,36,0.217574501163694,0,0,1,1,0,0,0,0,1,0,792,0,0,22,22,0,0,0,0,22,0,0,0,36,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,22,40,0.217698018126155,0,0,1,0,0,0,1,0,0,0,880,0,0,22,0,0,0,22,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,42,0.217600223992686,0,0,1,1,0,0,0,0,0,1,924,0,0,22,22,0,0,0,0,0,22,0,0,42,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,22,43,0.217602359578974,0,0,1,0,0,0,0,0,0,1,946,0,0,22,0,0,0,0,0,0,22,0,0,43,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,22,43,0.217559539269262,0,0,1,0,1,0,0,0,0,1,946,0,0,22,0,22,0,0,0,0,22,0,0,43,0,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22,43,0.217664048366613,0,0,1,1,1,0,1,0,0,0,946,0,0,22,22,22,0,22,0,0,0,0,0,43,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,22,46,0.217721922430278,0,0,1,1,1,0,0,1,0,0,1012,0,0,22,22,22,0,0,22,0,0,0,0,46,46,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,22,49,0.217693093514293,0,0,1,0,1,0,1,0,0,0,1078,0,0,22,0,22,0,22,0,0,0,0,0,49,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,22,50,0.217622829727359,0,0,1,0,0,0,0,0,1,0,1100,0,0,22,0,0,0,0,0,22,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,23,30,0.217667580928408,0,0,1,1,0,0,0,1,0,0,690,0,0,23,23,0,0,0,23,0,0,0,0,30,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,23,31,0.21746285124681,0,0,1,1,1,1,0,0,0,0,713,0,0,23,23,23,23,0,0,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,23,32,0.217644730148993,0,0,1,1,1,0,0,1,0,0,736,0,0,23,23,23,0,0,23,0,0,0,0,32,32,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,23,35,0.217496688435236,0,0,1,0,1,0,0,0,1,0,805,0,0,23,0,23,0,0,0,23,0,0,0,35,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,23,39,0.217612275812494,0,0,1,1,1,0,0,1,0,0,897,0,0,23,23,23,0,0,23,0,0,0,0,39,39,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,23,40,0.217658470461857,0,0,1,0,0,0,1,0,0,0,920,0,0,23,0,0,0,23,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,34,0.217652010048503,0,0,1,0,1,0,1,0,0,0,816,0,0,24,0,24,0,24,0,0,0,0,0,34,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,24,38,0.217669838704011,0,0,1,0,0,0,0,1,0,0,912,0,0,24,0,0,0,0,24,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,40,0.217561721225663,0,0,1,0,0,0,0,0,0,1,960,0,0,24,0,0,0,0,0,0,24,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,24,41,0.217643621684091,0,0,1,1,0,0,1,0,0,0,984,0,0,24,24,0,0,24,0,0,0,0,0,41,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,24,45,0.217552245683347,0,0,1,1,1,0,0,0,0,1,1080,0,0,24,24,24,0,0,0,0,24,0,0,45,45,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,24,48,0.217606718438809,0,0,1,1,1,0,1,0,0,0,1152,0,0,24,24,24,0,24,0,0,0,0,0,48,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,24,49,0.21769686142523,0,0,1,1,0,0,0,1,0,0,1176,0,0,24,24,0,0,0,24,0,0,0,0,49,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,25,31,0.217666673772444,0,0,1,1,0,0,0,1,0,0,775,0,0,25,25,0,0,0,25,0,0,0,0,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,25,33,0.217498231117634,0,0,1,1,1,0,0,0,1,0,825,0,0,25,25,25,0,0,0,25,0,0,0,33,33,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,25,37,0.217446499173079,0,0,1,0,0,1,0,0,0,0,925,0,0,25,0,0,25,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,46,0.217557509782116,0,0,1,1,1,0,0,0,0,1,1150,0,0,25,25,25,0,0,0,0,25,0,0,46,46,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,25,48,0.217641636394291,0,0,1,1,1,0,0,1,0,0,1200,0,0,25,25,25,0,0,25,0,0,0,0,48,48,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,26,34,0.21767433989709,0,0,1,0,0,0,0,1,0,0,884,0,0,26,0,0,0,0,26,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,39,0.217611519971225,0,0,1,0,1,0,0,1,0,0,1014,0,0,26,0,26,0,0,26,0,0,0,0,39,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,26,39,0.217696110918866,0,0,1,1,0,0,1,0,0,0,1014,0,0,26,26,0,0,26,0,0,0,0,0,39,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
