"gene","logFC","logCPM","LR","PValue","FDR"
"ENSG00000115165",6.92154072827975,-1.61048192848575,13.9878966381659,0.000183991223932272,0.677081538571314
"ENSG00000157470",1.24706076043403,0.338415619562997,13.7792027532095,0.000205599667014298,0.677081538571314
"ENSG00000144834",2.66420207134083,-1.24797212409444,13.4486670338635,0.00024518031971588,0.677081538571314
"ENSG00000257808",-2.56948465543822,-1.78761667324607,13.4435834120593,0.000245845586540097,0.677081538571314
"ENSG00000249242",2.49089030016373,-1.35673967707729,13.3757041351609,0.000254904910821391,0.677081538571314
"ENSG00000287287",7.528748994318,-1.19087817248936,13.053771626117,0.000302674279274621,0.677081538571314
"ENSG00000283428",6.49793861015742,-1.63279629666475,12.7324282096326,0.000359369654900237,0.677081538571314
"ENSG00000290525",2.51329010262804,-0.10982427248035,12.3640896819528,0.000437670913117847,0.677081538571314
"ENSG00000224259",3.52185192111274,-0.80336143260183,12.283672242319,0.000456938369857137,0.677081538571314
"ENSG00000287839",3.94552169023933,0.933297244084189,12.0745662340285,0.000511143546815188,0.677081538571314
"ENSG00000139329",2.35116638063899,-1.3264659905922,11.7078814635827,0.000622359343681798,0.677081538571314
"ENSG00000267280",2.87465146647717,-0.134986927900146,11.68255730186,0.000630887591217366,0.677081538571314
"ENSG00000264207",1.89333264799918,-0.725310430612919,11.4043394773878,0.000732727480723058,0.677081538571314
"ENSG00000259749",1.15448443845802,0.474014156796523,11.3837014721282,0.000740913287461267,0.677081538571314
"ENSG00000166523",5.7627291278353,1.10932558249173,11.2352377376573,0.000802588248847299,0.677081538571314
"ENSG00000171711",4.85069770325638,-1.74670206138597,11.1970311840236,0.000819283063938802,0.677081538571314
"ENSG00000265678",-1.84007485226229,-0.991447130709067,11.1684676109159,0.000831993181425276,0.677081538571314
"ENSG00000263859",2.27344868630721,-0.905581463119867,10.9683878199866,0.000926793549500318,0.677081538571314
"ENSG00000227107",1.51463945968948,0.437340899209006,10.8935054797163,0.000965020207079147,0.677081538571314
"ENSG00000177257",4.73588432581716,-1.80322472164906,10.8675906404552,0.000978617607336443,0.677081538571314
