"gene","logFC","logCPM","LR","PValue","FDR"
"ENSG00000115165",6.91785141970916,-1.61423140409516,13.9659669938414,0.000186149893007739,0.674293791250741
"ENSG00000157470",1.23922327054754,0.334761700408091,13.6287205573702,0.000222751624015544,0.674293791250741
"ENSG00000257808",-2.57729889024937,-1.79109091585226,13.520604835,0.00023595835633819,0.674293791250741
"ENSG00000144834",2.6560358103384,-1.25178835805679,13.379938095594,0.000254330123316972,0.674293791250741
"ENSG00000249242",2.48238940442284,-1.36049108821538,13.3005250074732,0.000265331810161736,0.674293791250741
"ENSG00000287287",7.55058191047648,-1.18151916561785,13.0775076517574,0.000298862847807418,0.674293791250741
"ENSG00000283428",6.49422213009533,-1.63652093929988,12.7099355629151,0.000363717960306865,0.674293791250741
"ENSG00000290525",2.5161415704053,-0.107288618261657,12.3600319848862,0.000438623176170337,0.674293791250741
"ENSG00000287839",3.95883111271371,0.941124879045357,12.2633315426039,0.000461946053082476,0.674293791250741
"ENSG00000224259",3.51741565900944,-0.797751676009916,12.1492630352956,0.00049107265132271,0.674293791250741
"ENSG00000267280",2.87042056445686,-0.138764179805087,11.6577013302236,0.000639372944511969,0.674293791250741
"ENSG00000139329",2.34428762887436,-1.33003410374355,11.646831980261,0.000643119666883887,0.674293791250741
"ENSG00000265678",-1.87711047749983,-0.98398038924496,11.5719535858725,0.00066954037924458,0.674293791250741
"ENSG00000264207",1.90546622933277,-0.711302790959188,11.2468427493086,0.000797585689458315,0.674293791250741
"ENSG00000166523",5.75137533856253,1.10775362044029,11.1921416196084,0.000821444800614128,0.674293791250741
"ENSG00000171711",4.84129486286215,-1.75047666909827,11.161264627062,0.000835229685486532,0.674293791250741
"ENSG00000259749",1.14650598790531,0.478030811706351,11.0551679132883,0.000884403358427069,0.674293791250741
"ENSG00000207145",1.30023529958203,0.986967883775978,10.9479324799853,0.000937081194986343,0.674293791250741
"ENSG00000263859",2.26625526701705,-0.90935310985786,10.9148940899945,0.000953941697529245,0.674293791250741
"ENSG00000177257",4.72656224239009,-1.80699187879406,10.8319078073218,0.000997657890570987,0.674293791250741
"ENSG00000227107",1.50671934584838,0.433667125764526,10.787471405574,0.0010218937753924,0.674293791250741
"ENSG00000153233",2.98126055836874,2.6891376877144,10.502297193266,0.00119226226513758,0.674293791250741
"ENSG00000173432",5.39669562052526,3.154086806765,10.3743746628075,0.00127776418669485,0.674293791250741
"ENSG00000240006",1.40925002406531,-0.95974199621346,10.0921567565123,0.00148901727703556,0.674293791250741
"ENSG00000189292",3.03383504323813,-1.55134343239451,10.0590650413864,0.00151600141975234,0.674293791250741
"ENSG00000236453",3.43889482331795,-0.282796249360145,10.0368451686282,0.00153439769109435,0.674293791250741
"ENSG00000111728",3.88254878455787,-1.80483252148341,9.99171840944358,0.00157245797072907,0.674293791250741
"ENSG00000283759",1.70015594156853,-0.727981488383904,9.95659455006609,0.00160274247819855,0.674293791250741
"ENSG00000023445",3.66925646911056,4.81269630047267,9.93361011245671,0.00162287929088582,0.674293791250741
"ENSG00000206602",1.50168478573902,-1.04034429868156,9.8145553425581,0.00173136130610142,0.674293791250741
"ENSG00000235934",1.98574736764531,-1.17287321984427,9.65486603976851,0.00188850664568935,0.674293791250741
"ENSG00000289146",2.49357291528805,-1.75752535870648,9.6492666628747,0.00189427192318115,0.674293791250741
"ENSG00000108176",2.66224024563061,0.161134459496293,9.55675775117737,0.00199214659714241,0.674293791250741
"ENSG00000184828",2.45190333236544,-1.53979813104835,9.42628261238843,0.00213897440958885,0.674293791250741
"ENSG00000229656",3.56934878572865,0.733679520040544,9.40769845629124,0.00216076280649945,0.674293791250741
"ENSG00000153822",4.12871701676344,1.59646799393662,9.39765007254119,0.00217263733510685,0.674293791250741
"ENSG00000291250",2.95457534063406,-1.24692100352037,9.38389222022173,0.00218900290388437,0.674293791250741
"ENSG00000240476",3.96579390105862,1.61210028359203,9.37583125770252,0.00219864980926281,0.674293791250741
"ENSG00000169908",2.84643290758361,5.79279814892995,9.35898020691994,0.00221895572972328,0.674293791250741
"ENSG00000108387",1.07180746575135,1.57310348003777,9.33418969838367,0.00224917523557685,0.674293791250741
"ENSG00000070190",2.16808837295358,0.6836213447212,9.31089269702098,0.00227795464664208,0.674293791250741
"ENSG00000284294",4.1591675062443,-2.220892416469,9.30187831919232,0.00228919033866918,0.674293791250741
"ENSG00000147872",-1.25361370932069,-0.481279952604485,9.24487209150998,0.00236155790994285,0.674293791250741
"ENSG00000147573",2.94514915617194,-0.485035501258331,9.21216662657023,0.00240411999748922,0.674293791250741
"ENSG00000203722",2.21022492511334,-0.650335379059549,9.15828589920871,0.00247594381850281,0.674293791250741
"ENSG00000148735",3.23196555836649,-1.41334181262789,9.15103710804141,0.00248577136980083,0.674293791250741
"ENSG00000155918",2.71994667581697,-0.194819417852328,9.03343371163555,0.00265086083487257,0.674293791250741
"ENSG00000089847",1.58622649681241,-0.159715703839148,9.03129510544548,0.00265396387345415,0.674293791250741
"ENSG00000131015",2.33539145600965,0.905177548295838,9.00877856539661,0.00268685921056255,0.674293791250741
"ENSG00000188816",2.84494144361371,-1.44091412190652,9.0081444573855,0.00268779157442422,0.674293791250741
"ENSG00000188277",1.17965030644115,-0.425391226093039,8.99081470716612,0.00271340002016361,0.674293791250741
"ENSG00000130052",2.05842915242981,1.36607743743474,8.98249234693403,0.00272578601666206,0.674293791250741
"ENSG00000133138",1.53009373267437,-1.54871335486713,8.97877019411557,0.00273134418389334,0.674293791250741
"ENSG00000175886",0.575431401258011,7.31999191220249,8.94637825871433,0.00278020247792452,0.674293791250741
"ENSG00000168675",2.02418528670291,0.315722185198982,8.91707787516385,0.00282516186873742,0.674293791250741
"ENSG00000234981",0.607805403720583,6.21162949136122,8.88884023502686,0.00286918924812112,0.674293791250741
"ENSG00000125872",3.0356628676719,0.525149939654409,8.83385519036427,0.00295693070447816,0.674293791250741
"ENSG00000023171",3.61387784447809,-0.904259168478368,8.82668527886301,0.00296857111614592,0.674293791250741
"ENSG00000038427",2.01724912145518,6.14394535109694,8.81822404149841,0.00298236790280196,0.674293791250741
"ENSG00000164674",2.42324695040182,2.12686768373336,8.80768239774379,0.0029996481451465,0.674293791250741
"ENSG00000163131",2.38160912777515,4.08567415039979,8.75201297348459,0.00309260498754085,0.674293791250741
"ENSG00000135324",4.28725118690505,-2.01249386021998,8.74517626237652,0.00310422095087682,0.674293791250741
"ENSG00000286714",4.25253369839557,-1.23040450180873,8.72553098714657,0.00313784671901561,0.674293791250741
"ENSG00000095752",2.93512439531543,1.74266239187668,8.69699323188954,0.00318735381794061,0.674293791250741
"ENSG00000111860",1.6342664333854,0.424972258219494,8.69607524066134,0.00318895945388272,0.674293791250741
"ENSG00000121858",2.60696240102642,3.16890741664166,8.68553637634552,0.0032074517138881,0.674293791250741
"ENSG00000041353",2.00201239032582,0.635960207939918,8.67715587226002,0.00322223451442249,0.674293791250741
"ENSG00000092607",-1.91733215002672,-1.51501428985222,8.67715097470431,0.00322224317368464,0.674293791250741
"ENSG00000166743",1.69271309142323,-0.929735342279183,8.66789706806541,0.00323864711672573,0.674293791250741
"ENSG00000104237",2.25652652185908,-0.425499352387611,8.65829830700279,0.00325575205100522,0.674293791250741
"ENSG00000205413",1.79443532275657,2.45444522205608,8.61371158055673,0.00333641721179776,0.674293791250741
"ENSG00000280273",-1.8279156335104,-0.988123026472294,8.59618836328442,0.0033686732006362,0.674293791250741
"ENSG00000108691",3.54706538612056,6.73515115275317,8.5820406407008,0.0033949468888447,0.674293791250741
