"","logFC","logCPM","LR","PValue","FDR"
"6643",6.91798498546903,-1.61373888483087,13.9766854434607,0.000185091641535159,0.675928130060544
"46242",1.24116737058397,0.331382401092989,13.7583359818764,0.000207896184559071,0.675928130060544
"39072",-2.57526249970191,-1.79062283264019,13.4944740951297,0.000239267017702298,0.675928130060544
"13264",2.65792578377525,-1.25141172393746,13.4019622700149,0.000251361202058972,0.675928130060544
"13785",2.48381148784332,-1.36001395190342,13.3132160920705,0.000263541940265233,0.675928130060544
"32302",7.54939602299479,-1.18080102159641,13.0807082951748,0.000298352617632404,0.675928130060544
"9309",6.49439509406859,-1.63600561098239,12.7200947440539,0.000361747442252004,0.675928130060544
"5405",2.51679795034685,-0.10669102310616,12.3612726185062,0.000438331801777699,0.675928130060544
"4816",3.95939318343125,0.941752524659935,12.2654451107735,0.000461423145046666,0.675928130060544
"4801",3.51790389086604,-0.806465482864938,12.2611500062274,0.000462486403981833,0.675928130060544
"40029",2.34573044805171,-1.32947371521865,11.6584617665413,0.000639111644679262,0.675928130060544
"53693",2.87052188800338,-0.137968003338206,11.650278324395,0.000641929299197377,0.675928130060544
"52481",-1.8756161846429,-0.983409071058541,11.5426609951125,0.000680172178538237,0.675928130060544
"2830",1.90693801747649,-0.71078649339634,11.2629265993462,0.000790704495361866,0.675928130060544
"38799",5.75231642513045,1.10834699058912,11.196169250785,0.000819663717386274,0.675928130060544
"29923",4.84188631925009,-1.74998837705226,11.1665504707058,0.000832853366750305,0.675928130060544
"46876",1.14866933012852,0.47839646867438,11.1196816262047,0.000854164475312616,0.675928130060544
"30317",4.72715446314682,-1.80650060860767,10.8371696311788,0.000994826817229824,0.675928130060544
"33565",1.30244957465278,0.987585509965306,10.7453123266245,0.00104543795392978,0.675928130060544
"52118",2.26797333666716,-0.918274754715064,10.6557737820169,0.001097278287047,0.675928130060544
"9184",1.48908906402629,0.42541185198142,10.6138874564086,0.0011224146567229,0.675928130060544
"39139",2.97844466625271,2.68560913415044,10.4879586226654,0.00120155054133075,0.675928130060544
"35261",5.39631074244167,3.15555252165865,10.3698944371023,0.00128086871482168,0.675928130060544
"40802",1.72641845261154,-0.717854246897794,10.1509459494845,0.00144227215962129,0.675928130060544
"13245",1.41143978976289,-0.959415805234484,10.1324614043076,0.00145680740272851,0.675928130060544
"9953",3.03437554490873,-1.55084322125767,10.0616380092078,0.00151388568946733,0.675928130060544
"22737",3.46369307677075,-0.256341182419109,10.0024055431073,0.00156335881025222,0.675928130060544
"36310",3.67235494390934,4.81589822308066,9.94255857368147,0.00161500919655227,0.675928130060544
"40711",3.83921358138249,-1.82431081760682,9.84137435725236,0.00170629965656247,0.675928130060544
"54465",1.50353082482139,-1.03991065101602,9.83865724192545,0.00170882190580125,0.675928130060544
"24927",2.49518540615944,-1.75701634984264,9.66035046612552,0.00188287696626712,0.675928130060544
"9046",1.98686852655879,-1.17232812373058,9.6589195987886,0.00188434408746604,0.675928130060544
"37789",2.66253233858824,0.161743538276428,9.55661533360681,0.00199230116238967,0.675928130060544
"10544",2.85616465274138,5.79357645961228,9.42676064556325,0.00213841690402429,0.675928130060544
"52444",4.13593251724303,1.60085087117128,9.41951240585866,0.00214688600030096,0.675928130060544
"38507",3.57039868289289,0.73439639414002,9.41280881621024,0.00215474898652843,0.675928130060544
"41713",2.95554440049445,-1.24634441680489,9.38830509975868,0.00218374001424499,0.675928130060544
"10243",3.96596351992902,1.61270824343313,9.3762390658293,0.00219816073347545,0.675928130060544
"52440",1.07335809449774,1.57361210713139,9.35961917446405,0.00221818229959583,0.675928130060544
"13851",2.17672071663581,0.687959635118624,9.35744858704852,0.0022208107734001,0.675928130060544
"54077",2.45292538338671,-1.52445851280502,9.3059760590169,0.00228407588474252,0.675928130060544
"60694",4.15935805023466,-2.22036061578531,9.3015688047823,0.00228957712010183,0.675928130060544
"30921",-1.25168624934796,-0.480847329928659,9.21844853619542,0.00239588490577957,0.675928130060544
"28787",2.94518691116792,-0.484421002388402,9.2100449813246,0.00240690779202756,0.675928130060544
"58731",1.6014079935224,-0.15320006572928,9.1102120633518,0.00254186402743568,0.675928130060544
"21127",2.19231958408911,-0.658870917483423,9.08969782852004,0.00257053339081998,0.675928130060544
"38103",3.20864663008733,-1.42829977397148,9.05470388320692,0.00262019836614654,0.675928130060544
"45844",1.18137432003781,-0.424917624730624,9.01709427920248,0.00267466250434468,0.675928130060544
"37681",2.84498344901491,-1.44023987444665,9.00260733398843,0.00269594708190202,0.675928130060544
"54070",0.577380700908358,7.32135484247691,8.99872631113251,0.00270167832779618,0.675928130060544
"26113",1.53187259799038,-1.54827416676338,8.99451967888442,0.00270790438478191,0.675928130060544
"3275",0.610003766604054,6.21298768162434,8.94012476681442,0.0027897366451961,0.675928130060544
"54954",2.02503213877937,0.316349188441191,8.92046432383099,0.0028199280873039,0.675928130060544
"21129",2.30435992934148,0.889888405419065,8.86851195793475,0.00290131541236826,0.675928130060544
"20960",2.42184369797726,2.12725912670616,8.85194982684872,0.00292775962494925,0.675928130060544
"27076",2.03040888215061,1.36450549137923,8.83628025428888,0.00295300409446597,0.675928130060544
"35202",3.6142551550391,-0.903635862288121,8.82783378264931,0.0029667033843825,0.675928130060544
"19812",2.65465646220842,-0.228086762926057,8.81514200573488,0.00298740960033546,0.675928130060544
"16322",2.01699100084745,6.14340138299454,8.80225793865299,0.00300857971397744,0.675928130060544
"56370",3.02252311470269,0.517444888201884,8.77922680606545,0.00304680318935849,0.675928130060544
"2546",2.37950904442821,4.08320791215982,8.75551186808458,0.00308667725963199,0.675928130060544
"22217",4.28710059131624,-2.01191907469469,8.74781692465874,0.003099729069289,0.675928130060544
"10547",4.25235807418909,-1.22984127040639,8.72357088164359,0.00314122196811975,0.675928130060544
"57452",2.93235131996996,1.74158790452314,8.68655434942261,0.00320566075947284,0.675928130060544
"19494",1.63458658004857,0.425708675719624,8.68636262307285,0.00320599799242298,0.675928130060544
"54053",2.00213841980807,0.636759597164768,8.66949888353101,0.00323580159583137,0.675928130060544
"49546",1.69372419238838,-0.929122148525226,8.6660636762506,0.00324190713918106,0.675928130060544
"743",-1.91558627419339,-1.51457878579855,8.66221155161627,0.00324876761491226,0.675928130060544
"30203",2.25723438503667,-0.424868644320639,8.6605670477208,0.00325170090097794,0.675928130060544
"24810",1.79475809537027,2.45333915619104,8.60829541617021,0.00334635339379204,0.675928130060544
"10573",2.5911558614309,3.17651922039537,8.58199675108914,0.00339502871938038,0.675928130060544
"52874",3.54678119000108,6.73589485421779,8.57972855577222,0.00339926041497552,0.675928130060544
"29384",-1.8256190921374,-0.987654875593109,8.57664537314206,0.00340502120420207,0.675928130060544
"21439",5.53160573330855,0.0279073605351421,8.57039682928973,0.00341672678723639,0.675928130060544
"10530",2.64766963741077,-0.226150820402827,8.50976853633542,0.0035324499204103,0.675928130060544
"14885",4.64585945913802,-0.803941971875228,8.48105466408452,0.00358863994089117,0.675928130060544
"48854",2.24276185360006,-0.981382754218105,8.36613481275066,0.00382277825497769,0.675928130060544
"5588",1.70831018546268,-0.52879993276856,8.35369820126587,0.00384903127417897,0.675928130060544
"13998",1.30006574238805,1.87750016993023,8.33509670380455,0.00388864079658792,0.675928130060544
"21718",2.86798548168862,1.78560883985421,8.32440736818461,0.00391158974201592,0.675928130060544
"35417",2.23863027204791,5.28549352986374,8.30968185329851,0.00394342981164049,0.675928130060544
"51385",7.58825353981071,-1.31949351138296,8.29898318901453,0.00396672815441238,0.675928130060544
"27370",2.27012271312357,2.11672898628793,8.29162322594566,0.00398283712093517,0.675928130060544
"27213",2.33613606551455,-0.227746899450163,8.2629622775971,0.00404620511471658,0.675928130060544
"34150",4.81749114153595,1.75456541071326,8.25178202421926,0.0040712014263249,0.675928130060544
"36082",-0.903374745803168,7.13748288262579,8.21268690037641,0.00415985080447431,0.675928130060544
"37324",2.30361108680623,4.39272816069344,8.21259698204081,0.00416005694545725,0.675928130060544
"60970",0.686794559020311,3.49938420384133,8.20287339202573,0.00418241008542284,0.675928130060544
"34151",4.93565135184008,2.73311228977456,8.20193586525691,0.00418457177644444,0.675928130060544
"52248",-1.52366247827515,-1.1856040672825,8.18361870320518,0.0042270352632162,0.675928130060544
"45158",2.16349157991213,0.498084909329692,8.16425762419238,0.00427239578233287,0.675928130060544
"54466",1.06126822510345,3.35903057436062,8.15055563196754,0.00430479693646603,0.675928130060544
"29711",0.645987682262468,3.86515606917033,8.14905616543197,0.00430835788222824,0.675928130060544
"24644",2.5050960238498,1.29538510190953,8.14123769352485,0.00432697389458084,0.675928130060544
"28727",3.71389731878047,-1.9445273268849,8.12111466858403,0.00437526493228828,0.675928130060544
"42499",1.31815615859526,0.438027252594221,8.12057645527192,0.00437656403852944,0.675928130060544
"6742",-1.74575206774035,-1.2921391621716,8.10342272511443,0.00441817503060348,0.675928130060544
"42072",1.38565294004393,-1.28958607313597,8.10234347477454,0.00442080647241576,0.675928130060544
"25134",-0.873698501338115,1.3412641027017,8.07049517557583,0.00449918199863905,0.675928130060544
"8004",4.47114037283673,-2.05182889133533,8.05901474159847,0.00452777990675595,0.675928130060544
"16640",0.742580867780933,4.43123982279998,8.0535762075483,0.00454139191060817,0.675928130060544
"24496",1.16314943104616,1.00786209724996,8.04937686448118,0.00455193087273622,0.675928130060544
"40564",1.64973488532237,2.60512092146863,8.00961564612215,0.00465296123439411,0.675928130060544
"19527",1.31241499393925,0.581879920479215,8.00854289980757,0.0046557184221482,0.675928130060544
"4351",1.62122573675044,-1.1513447034099,8.00065257590376,0.00467604944334307,0.675928130060544
"36316",2.05240995203504,6.86031865101899,7.97522181322671,0.00474219450157868,0.675928130060544
"19988",1.29576243303558,0.793661802104044,7.96367622642689,0.00477253822312684,0.675928130060544
"51798",-1.54139588340053,-0.512533536448086,7.93752632591478,0.00484199793975398,0.675928130060544
"17138",2.39824371654198,-0.471679794474519,7.93497530139708,0.00484882890501445,0.675928130060544
"28091",2.17755171168559,-0.745971912983646,7.92128447914129,0.00488565738463344,0.675928130060544
"57210",1.72501919557362,-1.46854355849843,7.90850499083088,0.00492029152127278,0.675928130060544
"1495",3.65831051663778,-1.38957003570985,7.88418083935962,0.00498690608234319,0.675928130060544
"37612",2.27755333848179,4.72330883656416,7.84684147983856,0.00509095740958519,0.675928130060544
"12310",1.63113029968661,-1.32735083634991,7.8284927020269,0.00514289693811594,0.675928130060544
"41977",1.62584328884495,0.256994967445957,7.80591198993024,0.00520755774372969,0.675928130060544
"38474",3.01838196520258,0.835826184750552,7.80285520622163,0.00521637442541963,0.675928130060544
"29525",2.12487186987846,-0.728253390733039,7.79798973292175,0.00523043930503993,0.675928130060544
"9272",0.684725289249907,4.30255161368707,7.78364836015898,0.00527212198040019,0.675928130060544
"58165",0.755572901258261,3.9427076102803,7.77755051220947,0.00528994760053303,0.675928130060544
"1724",1.39909008940677,3.35701099071364,7.7616210675151,0.00533680402571496,0.675928130060544
"11598",0.616862480916974,5.90531463151307,7.7485733782632,0.00537549886874359,0.675928130060544
"3406",1.68527404881161,-1.01598932356766,7.71279391636769,0.00548308241986895,0.675928130060544
"31299",-1.01874807807438,0.215924047420426,7.7007007036993,0.00551993926417351,0.675928130060544
"15820",-1.35313915178153,0.226715490864267,7.69475373338693,0.00553815658724525,0.675928130060544
"47242",2.46461837573367,-0.305420934190942,7.69189148268581,0.00554694634760015,0.675928130060544
"5407",1.01719033859728,4.51505712534588,7.67223750601542,0.0056076877352246,0.675928130060544
"35486",2.70751803616158,-1.61370143351481,7.65764642246229,0.00565322043888303,0.675928130060544
"6035",1.73850656066801,2.46692208392878,7.6557425334358,0.00565918943062956,0.675928130060544
