"","logFC","logCPM","LR","PValue","FDR"
"6643",6.91790138313306,-1.61009604315697,13.9793136475828,0.000184833080756016,0.6770173751185
"46242",1.24089729885959,0.335030517325676,13.7570584972848,0.000208037616295562,0.6770173751185
"39072",-2.57551888230557,-1.78697587918356,13.4904901956477,0.000239775548575284,0.6770173751185
"13264",2.65759236608471,-1.2477764545926,13.4033602874872,0.000251173928598171,0.6770173751185
"13785",2.48352937784811,-1.35636795996507,13.3099616031587,0.000263999769139743,0.6770173751185
"32302",7.54931006418397,-1.17715375830772,13.0809991235433,0.000298306298811368,0.6770173751185
"9309",6.4943149657043,-1.63235146529278,12.7222620548643,0.000361328456914129,0.6770173751185
"5405",2.51647931686904,-0.103048842117085,12.3549437206724,0.000439820248439413,0.6770173751185
"4816",3.9590719772483,0.945405877479342,12.2605121739009,0.000462644510944826,0.6770173751185
"4801",3.51754686575884,-0.802817939997881,12.260094093709,0.000462748174967046,0.6770173751185
"40029",2.34548490946766,-1.32582353827007,11.6522334504324,0.000641254987946183,0.6770173751185
"53693",2.87017979251935,-0.134313026729101,11.6440077360933,0.000644096823061658,0.6770173751185
"52481",-1.87586638592202,-0.979759480385898,11.5388299663995,0.000681575210552721,0.6770173751185
"2830",1.90662863098313,-0.707139957246844,11.2569998386466,0.000793233148248611,0.6770173751185
"38799",5.75192281323698,1.11199705966184,11.191804876497,0.00082159389089859,0.6770173751185
"29923",4.84161338235434,-1.74634296614918,11.1695390791179,0.000831512824686122,0.6770173751185
"46876",1.14840536307701,0.482043703205836,11.1183190223223,0.000854792225113977,0.6770173751185
"30317",4.72688342524264,-1.80285376846225,10.8401682015581,0.00099321710095217,0.6770173751185
"33565",1.30216895220805,0.991237539719506,10.7433002659149,0.00104657522897586,0.6770173751185
"52118",2.26773005766453,-0.914611680205268,10.653150151244,0.00109883590175063,0.6770173751185
"9184",1.48875861125411,0.421726399110286,10.531827021377,0.0011733615799688,0.6770173751185
"39139",2.96888328795211,2.68239556994442,10.4061218352602,0.0012559823760272,0.6770173751185
"35261",5.39598423635017,3.15921552356234,10.3660878128447,0.00128351247575816,0.6770173751185
"40802",1.7261634981563,-0.714197520414546,10.1436922415897,0.0014479584942961,0.6770173751185
"13245",1.41115881748066,-0.955771963335992,10.1144996577854,0.00147107364606964,0.6770173751185
"22737",3.43938340731924,-0.278570735963857,10.0368459027823,0.00153439707955361,0.6770173751185
"36310",3.6736163650938,4.80853324671721,9.93643815748743,0.00162038785974843,0.6770173751185
"40711",3.83890185929301,-1.82066172387815,9.84480379965705,0.00170312155112391,0.6770173751185
"54465",1.5032508081175,-1.03626918229273,9.82471198866797,0.00172182660766248,0.6770173751185
"9046",1.98654447804252,-1.16868509067519,9.65599146322538,0.00188735002610849,0.6770173751185
"37789",2.65291657268453,0.160100984268811,9.50696157877832,0.00204693821474276,0.6770173751185
"13851",2.19040010293577,0.674027023460496,9.47053606077376,0.00208798348961555,0.6770173751185
"54954",2.10394619993848,0.302626150821583,9.44744690421101,0.00211443221924922,0.6770173751185
"24927",2.44924031958664,-1.77166206843535,9.42975598426392,0.00213492694733239,0.6770173751185
"54077",2.4522801445847,-1.53553725216336,9.42411993610786,0.00214149847055421,0.6770173751185
"10544",2.85156981443468,5.78672647693683,9.41305571236663,0.00215445887187982,0.6770173751185
"38507",3.5699545838685,0.738050549251949,9.40826704827526,0.00216009285240367,0.6770173751185
"41713",2.95517563752732,-1.24269583267754,9.38950159842166,0.00218231525855676,0.6770173751185
"52444",4.11751511022038,1.59145375341142,9.37416325892328,0.00220065135466873,0.6770173751185
"52440",1.07307400268365,1.57726614661574,9.35747713628972,0.00222077618118787,0.6770173751185
"10243",3.95855865123049,1.61243335364285,9.34795010662094,0.00223235017696127,0.6770173751185
"60694",4.15909329660033,-2.21671227349502,9.30610677332831,0.00228391292906467,0.6770173751185
"9953",2.89007943266384,-1.61461804294061,9.2763065206188,0.0023213704547895,0.6770173751185
"30921",-1.25190843133164,-0.47719567036677,9.21459058442173,0.00240093898070946,0.6770173751185
"28787",2.94490587125642,-0.480770923875231,9.20702961692625,0.00241087555871436,0.6770173751185
"58731",1.60112167116819,-0.149555353353313,9.10526894493417,0.00254874239172884,0.6770173751185
"21127",2.19196457433984,-0.655218320051416,9.08639770165055,0.00257517598759693,0.6770173751185
"38103",3.20830333387171,-1.42466019638817,9.05991073532628,0.00261274733087792,0.6770173751185
"37681",2.84468689668048,-1.43658220180478,9.00438729588936,0.0026933226786339,0.6770173751185
"54070",0.577110309438247,7.32500673316293,8.99260820858646,0.00271073828223244,0.6770173751185
"26113",1.5316259664175,-1.54462715688557,8.97536842970231,0.0027364339900563,0.6770173751185
"3275",0.609743107656605,6.21664138648701,8.93243865637324,0.00280150050065643,0.6770173751185
"21129",2.30399234619341,0.890654828747029,8.90300697463635,0.00284701441629064,0.6770173751185
"2546",2.38712921089317,4.07696322719531,8.83788646458278,0.00295040627037408,0.6770173751185
"27076",2.0300582086811,1.36815674975971,8.8320646436566,0.00295983332147008,0.6770173751185
"35202",3.61387729975334,-0.89998667454529,8.82733356002183,0.00296751671484838,0.6770173751185
"19812",2.654318031909,-0.224433783679483,8.81039203950257,0.00299519671426234,0.6770173751185
"45844",1.16353690149404,-0.428481225667107,8.80365761758383,0.00300627250889796,0.6770173751185
"20960",2.42146666227626,2.1298086811441,8.79113329242792,0.00302698145942529,0.6770173751185
"16322",2.01615353036772,6.14381205796567,8.78537926402984,0.00303654426434541,0.6770173751185
"56370",3.02209693688547,0.521091897179267,8.77469256801174,0.00305438634324478,0.6770173751185
"22217",4.28680818960406,-2.00827070563375,8.7507415323091,0.00309476189106051,0.6770173751185
"30203",2.25680895757969,-0.428424459056954,8.73922413290669,0.00311437005274932,0.6770173751185
"10547",4.25206430790323,-1.22620028572364,8.72518343612694,0.00313844492366033,0.6770173751185
"57452",2.95028385442573,1.7355258445218,8.70483115450611,0.00317367810675176,0.6770173751185
"743",-1.91585612583789,-1.51093427187399,8.66365289817828,0.00324619891006781,0.6770173751185
"49546",1.69344009967594,-0.92547101255274,8.66076222924233,0.00325135261681792,0.6770173751185
"24810",1.8025663843473,2.45117390084011,8.65838198681657,0.00325560253806739,0.6770173751185
"10573",2.60009989772569,3.16224416581335,8.61332389995611,0.0033371274307346,0.6770173751185
"19494",1.63434808409961,0.422124169879031,8.60805118039982,0.00334680216269412,0.6770173751185
"54053",1.99444247736606,0.636969344590149,8.60753355595709,0.00334775346946658,0.6770173751185
"52874",3.55036102872168,6.7318015226718,8.59259492073087,0.00337532692557948,0.6770173751185
"29384",-1.82586535408699,-0.984014198547496,8.57909445383313,0.00340044439632887,0.6770173751185
"21439",5.52120287482422,0.0257606111322248,8.54673533842087,0.00346142456004027,0.6770173751185
"10530",2.64733265791456,-0.222504031126092,8.50549549084306,0.00354075482257371,0.6770173751185
"14885",4.64541488436205,-0.800291037067384,8.47928031245465,0.00359214183158367,0.6770173751185
"51798",-1.5995929653478,-0.583026223939201,8.43679784017766,0.00367703164774795,0.6770173751185
"45158",2.19049405941527,0.493506581043611,8.4149718518061,0.00372143557028542,0.6770173751185
"57942",-0.942083665552377,1.58709241344151,8.39041522194615,0.00377204731899484,0.6770173751185
"48854",2.24248933777268,-0.977726390475068,8.36547800165719,0.00382416018121627,0.6770173751185
"27370",2.27344999543581,2.11493355431894,8.36098769169533,0.0038336213866256,0.6770173751185
"21718",2.88546874672684,1.78609325543999,8.35109571842934,0.00385454814049908,0.6770173751185
"5588",1.70803023035194,-0.525145301891256,8.34924897626851,0.00385846783070162,0.6770173751185
"24496",1.17791090633788,1.00576245262606,8.33667892991679,0.00388525557067212,0.6770173751185
"35417",2.23825547687349,5.28674769551796,8.31867019635416,0.00392396365639234,0.6770173751185
"51385",7.58816534667237,-1.31585400040377,8.29827840138313,0.00396826786941003,0.6770173751185
"27213",2.33583882839201,-0.224096712607072,8.25854976576211,0.00405605170316211,0.6770173751185
"34150",4.81714282551749,1.75822572456607,8.24837862096917,0.00407884175909429,0.6770173751185
"37324",2.29848675130746,4.38711269896459,8.21626499205823,0.00415165633416415,0.6770173751185
"24644",2.52184435771892,1.28796725577914,8.20718503921428,0.00417248318035784,0.6770173751185
"60970",0.686509478321896,3.50303518248239,8.20488966918233,0.004177764928502,0.6770173751185
"34151",4.9325087265066,2.73495485791736,8.19320694620508,0.004204753040212,0.6770173751185
"13998",1.3007667448284,1.86382082170263,8.19036566463546,0.00421134343278431,0.6770173751185
"42499",1.33382999245989,0.433159008784939,8.19034617218366,0.00421138868209391,0.6770173751185
"36082",-0.90378427031351,7.13470563280862,8.18612218685723,0.0042212058220613,0.6770173751185
"52248",-1.52390028476927,-1.18195609806684,8.17943660049602,0.00423679170606151,0.6770173751185
"54466",1.06093989160378,3.36268358461927,8.14782293911492,0.00431128880562505,0.6770173751185
"29711",0.645329685999441,3.86668240286086,8.12918677589759,0.00435582800549869,0.6770173751185
"28727",3.71353018502949,-1.94088509140304,8.12387658887937,0.00436860455251571,0.6770173751185
"6742",-1.74603583153094,-1.28850005098989,8.10518078944328,0.00441389191025014,0.6770173751185
"42072",1.38540143543815,-1.28594050218198,8.08510418263276,0.00446305652407811,0.6770173751185
"8004",4.470879049363,-2.04818120393222,8.06161406375605,0.00452128879346024,0.6770173751185
"16640",0.742267502985102,4.43488547089277,8.05038380741702,0.00454940151117637,0.6770173751185
