"gene","logFC","logCPM","LR","PValue","FDR"
"ENSG00000256628",-0.69589340174589,2.25024837694544,2.76897720246899,0.0961075534799584,0.692925244607119
"ENSG00000102683",-1.41132583747151,-0.51909404382901,2.76870303920711,0.0961240170642867,0.692925244607119
"ENSG00000167005",0.373266114005383,6.47897889089137,2.76732257613232,0.096206960970937,0.692925244607119
"ENSG00000118407",0.74967340170736,3.58280401308136,2.76719924591567,0.0962143749513502,0.692925244607119
"ENSG00000212747",0.405931475091074,3.85023697047072,2.7669846552488,0.0962272765259409,0.692925244607119
"ENSG00000291081",-0.733434717046954,2.92641940211899,2.76643036418441,0.096260610218038,0.692925244607119
"ENSG00000130158",-0.575063016825351,5.07771822486059,2.76642748684037,0.0962607832872005,0.692925244607119
"ENSG00000115657",-0.538941990102168,3.69966512092482,2.76599713931548,0.0962866720472561,0.692925244607119
"ENSG00000145022",-0.464766153972938,4.57230918862165,2.76533712886843,0.0963263915623537,0.692925244607119
"ENSG00000257520",1.65535139325406,-1.21407890883554,2.76496817737941,0.0963486028895158,0.692925244607119
"ENSG00000145012",0.38716702608473,5.13400382389627,2.76449515168767,0.0963770877732568,0.692925244607119
"ENSG00000245958",-0.637395124256754,-0.0380286052250556,2.76419870300936,0.0963949441361552,0.692925244607119
"ENSG00000253173",0.595573600464199,1.8329330727868,2.76413159913962,0.0963989865875041,0.692925244607119
"ENSG00000181915",-0.411870773183376,5.32303323983423,2.76367227091794,0.0964266622613104,0.692925244607119
"ENSG00000272913",-0.566753261287333,0.786653412505836,2.76358021282646,0.0964322100328149,0.692925244607119
"ENSG00000115414",1.52470662107684,1.59665970647526,2.76344761337617,0.0964402015923716,0.692925244607119
"ENSG00000198040",-0.522833978949853,4.66380272318818,2.76268212130684,0.0964863507006986,0.692925244607119
"ENSG00000185963",0.387969246136137,4.87520006330555,2.76242041383338,0.0965021337397939,0.692925244607119
"ENSG00000154451",1.23409906762306,4.14145539659358,2.76208395093934,0.0965224292577881,0.692925244607119
"ENSG00000233321",2.16866733363093,-1.65822824375833,2.76144406413308,0.0965610402096492,0.692925244607119
"ENSG00000151092",-0.539646685445595,4.49800050983045,2.7598272437277,0.0966586746206547,0.692925244607119
"ENSG00000217702",-0.367779076905808,3.79180656026985,2.75964599101153,0.0966696265738552,0.692925244607119
"ENSG00000110711",0.589057583406836,5.03336720275243,2.7594575173273,0.0966810162785701,0.692925244607119
"ENSG00000043093",0.388246984395662,5.35329111006035,2.75930614447699,0.0966901649915574,0.692925244607119
"ENSG00000226241",-0.930405106649763,1.05946290224632,2.75898270046068,0.0967097165496427,0.692925244607119
"ENSG00000178802",-0.54486476381682,4.63145851375767,2.75775783197165,0.0967837965145851,0.692925244607119
"ENSG00000227014",0.532873962876217,1.93751791306163,2.75730957471736,0.0968109225387464,0.692925244607119
"ENSG00000134057",0.337539761311052,6.12265419294269,2.757299692369,0.0968115206565855,0.692925244607119
"ENSG00000101608",0.424103899513503,8.5113802817657,2.75716693196522,0.0968195562187597,0.692925244607119
"ENSG00000263715",0.588876437975124,1.47349091659907,2.757009094294,0.0968291105734675,0.692925244607119
"ENSG00000086061",0.492075528864474,7.86422376690698,2.75643020960251,0.0968641608756304,0.692925244607119
"ENSG00000262730",0.523318195656148,2.65262014009955,2.75626940277219,0.0968738998592592,0.692925244607119
"ENSG00000250571",-0.460521945407238,2.96522277637192,2.75534403086335,0.0969299641307686,0.692925244607119
"ENSG00000143772",0.506437833550659,2.04510981408785,2.75329085611033,0.0970544834081614,0.692925244607119
"ENSG00000078674",-0.495224614529941,6.21027788102,2.75230013403744,0.0971146302727964,0.692925244607119
"ENSG00000166971",-0.686741066659014,4.29619126512094,2.75228206278902,0.0971157277578667,0.692925244607119
"ENSG00000272173",-0.529586516793098,3.58616837716576,2.75135959996698,0.0971717678147871,0.692925244607119
"ENSG00000279753",0.468525813541108,4.0476904906083,2.75125957108121,0.0971778467355293,0.692925244607119
"ENSG00000100027",-0.508811767556637,1.65736850610013,2.75067905716377,0.0972131337110075,0.692925244607119
"ENSG00000223701",1.169889305739,-1.69075594060099,2.7504750109928,0.097225540128606,0.692925244607119
"ENSG00000106689",1.35189913587205,-0.142200933395505,2.74988834698798,0.097261220096567,0.692925244607119
"ENSG00000276672",-0.748892397677631,-0.392774166060514,2.74960784122104,0.0972782850534046,0.692925244607119
"ENSG00000270248",-0.777220480220556,-0.468267958721019,2.74893255700921,0.0973193802928814,0.692925244607119
"ENSG00000219222",-0.583677225459758,0.608056795581054,2.74871993506632,0.097332323576538,0.692925244607119
"ENSG00000198858",-0.68824544396138,4.63437885786472,2.74785580830064,0.0973849462963571,0.692925244607119
"ENSG00000124224",0.663675157150737,1.33656867320266,2.7467869257538,0.0974500809451574,0.692925244607119
"ENSG00000223459",0.458023889130278,3.10159517894321,2.7463489120971,0.0974767859648115,0.692925244607119
"ENSG00000133119",0.446018909305551,5.34398846325341,2.7463151288577,0.097478846008427,0.692925244607119
"ENSG00000066279",0.507135200651411,6.19303100919778,2.74630044160185,0.0974797416267371,0.692925244607119
"ENSG00000124787",-0.295503888046517,4.36503255753151,2.74626775201448,0.0974817350464984,0.692925244607119
"ENSG00000175793",0.517401634698806,4.28222068454128,2.74553784319276,0.0975262566591976,0.692925244607119
"ENSG00000119953",0.41767557198698,4.88721828681209,2.74533603390135,0.097538570156823,0.692925244607119
"ENSG00000267908",-1.05100249709377,-1.6004111269063,2.74515178856493,0.0975498134610073,0.692925244607119
"ENSG00000169314",-0.61536064882989,3.20495490123598,2.74501423882209,0.0975582081556819,0.692925244607119
"ENSG00000170185",-0.41470553941929,5.23939534953518,2.744557563957,0.0975860847846236,0.692925244607119
"ENSG00000134198",0.82625832335356,2.35104165853936,2.74440899187227,0.0975951558859312,0.692925244607119
"ENSG00000181027",-0.494923697095025,4.08538263229833,2.74377501555438,0.0976338737832025,0.692925244607119
"ENSG00000224167",0.757531811007144,0.477792176017387,2.74259015130349,0.0977062801554808,0.692925244607119
"ENSG00000239532",0.83111941148932,-1.00417184065206,2.74244456458004,0.0977151809150118,0.692925244607119
"ENSG00000284143",-1.15639449299487,-0.734596870563315,2.74223706872012,0.0977278681518215,0.692925244607119
"ENSG00000136828",-0.518406262448175,1.52159004714019,2.74220536189725,0.0977298070088178,0.692925244607119
