gene_id,counts,sample,quality,length,geneFlag,xFlag,jobFlag
ENSG00000279928,5,SRR31476647,29,47,0,0,19023435
ENSG00000228037,0,SRR31476647,29,47,0,0,19023435
ENSG00000142611,1,SRR31476647,29,47,0,0,19023435
ENSG00000284616,0,SRR31476647,29,47,0,0,19023435
ENSG00000157911,396,SRR31476647,29,47,0,0,19023435
ENSG00000269896,19,SRR31476647,29,47,0,0,19023435
ENSG00000228463,195,SRR31476647,29,47,0,0,19023435
ENSG00000260972,0,SRR31476647,29,47,0,0,19023435
ENSG00000224340,0,SRR31476647,29,47,0,0,19023435
ENSG00000226374,0,SRR31476647,29,47,0,0,19023435
ENSG00000229280,5,SRR31476647,29,47,0,0,19023435
ENSG00000142655,427,SRR31476647,29,47,0,0,19023435
ENSG00000232596,0,SRR31476647,29,47,0,0,19023435
ENSG00000235054,0,SRR31476647,29,47,0,0,19023435
ENSG00000231510,0,SRR31476647,29,47,0,0,19023435
ENSG00000149527,3,SRR31476647,29,47,0,0,19023435
ENSG00000284739,0,SRR31476647,29,47,0,0,19023435
ENSG00000171621,526,SRR31476647,29,47,0,0,19023435
ENSG00000272235,2,SRR31476647,29,47,0,0,19023435
ENSG00000284694,0,SRR31476647,29,47,0,0,19023435
ENSG00000224387,0,SRR31476647,29,47,0,0,19023435
ENSG00000142583,27,SRR31476647,29,47,0,0,19023435
ENSG00000284674,0,SRR31476647,29,47,0,0,19023435
ENSG00000224338,0,SRR31476647,29,47,0,0,19023435
ENSG00000287727,0,SRR31476647,29,47,0,0,19023435
ENSG00000286448,6,SRR31476647,29,47,0,0,19023435
ENSG00000284703,4,SRR31476647,29,47,0,0,19023435
ENSG00000226457,639,SRR31476647,29,47,0,0,19023435
ENSG00000173614,546,SRR31476647,29,47,0,0,19023435
ENSG00000215720,0,SRR31476647,29,47,0,0,19023435
ENSG00000241326,66,SRR31476647,29,47,0,0,19023435
ENSG00000233623,0,SRR31476647,29,47,0,0,19023435
ENSG00000162592,9,SRR31476647,29,47,0,0,19023435
ENSG00000204624,0,SRR31476647,29,47,0,0,19023435
ENSG00000142606,42,SRR31476647,29,47,0,0,19023435
ENSG00000225931,2,SRR31476647,29,47,0,0,19023435
ENSG00000171729,440,SRR31476647,29,47,0,0,19023435
ENSG00000279457,683,SRR31476647,29,47,0,0,19023435
ENSG00000229393,0,SRR31476647,29,47,0,0,19023435
ENSG00000037637,510,SRR31476647,29,47,0,0,19023435
ENSG00000287586,3,SRR31476647,29,47,0,0,19023435
ENSG00000159423,299,SRR31476647,29,47,0,0,19023435
ENSG00000227169,0,SRR31476647,29,47,0,0,19023435
ENSG00000283356,0,SRR31476647,29,47,0,0,19023435
ENSG00000157916,1261,SRR31476647,29,47,0,0,19023435
ENSG00000157881,146,SRR31476647,29,47,0,0,19023435
ENSG00000238290,1,SRR31476647,29,47,0,0,19023435
ENSG00000225387,0,SRR31476647,29,47,0,0,19023435
ENSG00000048707,576,SRR31476647,29,47,0,0,19023435
ENSG00000225196,0,SRR31476647,29,47,0,0,19023435
ENSG00000162444,64,SRR31476647,29,47,0,0,19023435
ENSG00000279625,0,SRR31476647,29,47,0,0,19023435
ENSG00000180758,239,SRR31476647,29,47,0,0,19023435
ENSG00000184677,408,SRR31476647,29,47,0,0,19023435
ENSG00000288398,48,SRR31476647,29,47,0,0,19023435
ENSG00000224621,1,SRR31476647,29,47,0,0,19023435
ENSG00000285833,0,SRR31476647,29,47,0,0,19023435
ENSG00000131697,141,SRR31476647,29,47,0,0,19023435
ENSG00000284692,0,SRR31476647,29,47,0,0,19023435
ENSG00000284745,0,SRR31476647,29,47,0,0,19023435
ENSG00000280222,0,SRR31476647,29,47,0,0,19023435
ENSG00000285945,1,SRR31476647,29,47,0,0,19023435
ENSG00000197921,0,SRR31476647,29,47,0,0,19023435
ENSG00000233755,0,SRR31476647,29,47,0,0,19023435
ENSG00000233929,206,SRR31476647,29,47,0,0,19023435
ENSG00000234166,20,SRR31476647,29,47,0,0,19023435
