"gene","logFC","logCPM","LR","PValue","FDR"
"ENSG00000115165",6.91571687756401,-1.50553699465178,13.9632878017352,0.000186415365160648,0.686112090758949
"ENSG00000257808",-2.57441564174649,-1.68164854542776,13.4449405466699,0.000245667807677611,0.686112090758949
"ENSG00000144834",2.61551675339204,-1.16873340957816,13.2977565878995,0.000265723875541016,0.686112090758949
"ENSG00000137757",2.54020580804045,-0.0953558858032384,13.0932706319556,0.000296358467724773,0.686112090758949
"ENSG00000287287",7.54848186562873,-1.07361351750701,13.0883848376079,0.000297132438739458,0.686112090758949
"ENSG00000283428",6.39817499363738,-1.57983702048356,12.5656135059419,0.000392909735576124,0.686112090758949
"ENSG00000157470",1.17933160657426,0.402113097767565,12.3902630257971,0.000431578456415015,0.686112090758949
"ENSG00000249242",2.42599763538183,-1.27920864220214,12.2859275673115,0.000456386515117182,0.686112090758949
"ENSG00000227107",1.67483074904892,0.436974695957198,12.2030759018664,0.000477107849954663,0.686112090758949
"ENSG00000265073",-1.88340195411404,-0.536999894441684,11.8364996777909,0.000580809024424408,0.686112090758949
"ENSG00000139329",2.3461299963872,-1.22067837335323,11.577217988868,0.000667647524686156,0.686112090758949
"ENSG00000264207",1.99316885622612,-0.619808681428753,11.5438084696559,0.00067975250866364,0.686112090758949
"ENSG00000267280",2.85939213670555,-0.0370099339881394,11.2642896082267,0.000790124120527634,0.686112090758949
"ENSG00000166523",5.74821185732717,1.20499841232218,11.2471940496902,0.000797434747155716,0.686112090758949
"ENSG00000265678",-1.84375839097877,-0.88574431157143,11.0300322138295,0.000896475899137799,0.686112090758949
"ENSG00000263859",2.26887506309836,-0.800478351050946,10.9277026560479,0.000947368986643148,0.686112090758949
"ENSG00000207145",1.2981475202763,1.07945739234997,10.6137666608492,0.00112248798336038,0.686112090758949
"ENSG00000153233",2.97458144131673,2.78867115996202,10.5447643231458,0.00116517678741981,0.686112090758949
"ENSG00000173432",5.57583389100405,3.10612793580368,10.4254431234649,0.00124291032225255,0.686112090758949
"ENSG00000259749",1.11809993249696,0.593099155221632,10.3157873950614,0.00131897009813714,0.686112090758949
"ENSG00000287839",3.52888954100436,1.07516822214549,10.142349290732,0.00144901374965211,0.686112090758949
"ENSG00000283759",1.70228751868574,-0.619189827452279,9.99667227026305,0.00156823354048944,0.686112090758949
"ENSG00000023445",3.77173099439381,4.88253801730014,9.94732093415744,0.00161083651588056,0.686112090758949
"ENSG00000189292",3.0015840205044,-1.45947127570835,9.87046103523859,0.0016795341761989,0.686112090758949
"ENSG00000085465",2.76027241828195,-1.17497265692505,9.80627222139804,0.00173917680156077,0.686112090758949
"ENSG00000206602",1.50365373236785,-0.931097930621532,9.80110478998285,0.0017440706022084,0.686112090758949
"ENSG00000224259",3.39522428649691,-0.75928333292698,9.79881667121768,0.00174624201332114,0.686112090758949
"ENSG00000147573",2.99778051649068,-0.439256151905148,9.78780707485005,0.00175672841996807,0.686112090758949
"ENSG00000236453",3.38266874300827,-0.197358725574102,9.74339955291784,0.00179967754081512,0.686112090758949
"ENSG00000289146",2.44866003762985,-1.72154648960004,9.56685317702901,0.0019812209881232,0.686112090758949
"ENSG00000203722",2.21115633639991,-0.649255385481402,9.56679124346683,0.00198128782916747,0.686112090758949
"ENSG00000108176",2.66460529309608,0.260006917827435,9.55113510910776,0.00199825807401766,0.686112090758949
"ENSG00000111728",3.20635749563935,-1.50396110374239,9.53600586038695,0.00201479722732218,0.686112090758949
"ENSG00000165181",8.29304239176539,-0.332365062117172,9.44453394266727,0.00211779307873835,0.686112090758949
"ENSG00000108387",1.0785391835336,1.66994674513969,9.42981922739733,0.00213485332321047,0.686112090758949
"ENSG00000240006",1.35192278068385,-0.882273427496231,9.40732962805586,0.0021611974979226,0.686112090758949
"ENSG00000169908",2.85074374200097,5.88800640096328,9.37981438097477,0.00219387765427667,0.686112090758949
"ENSG00000248323",2.21250021905632,-1.32717988831762,9.37828479205489,0.00219570900131971,0.686112090758949
"ENSG00000070190",2.1376847970082,0.750489539110681,9.37369616961931,0.00220121217812379,0.686112090758949
"ENSG00000129295",2.46559154074321,-0.657930928992541,9.31815724248509,0.00226894069847185,0.686112090758949
"ENSG00000279924",1.50139028172708,-1.31482203088786,9.28646407084349,0.00230853338158721,0.686112090758949
"ENSG00000153822",4.12345205863721,1.69295975618009,9.27914619843,0.0023177744048148,0.686112090758949
"ENSG00000164674",2.48104613556239,2.19878720177638,9.27057074390471,0.00232865127780389,0.686112090758949
"ENSG00000147872",-1.25070257262574,-0.378951301026854,9.24302372655956,0.00236394281602465,0.686112090758949
"ENSG00000188816",2.84452385537634,-1.34711545464889,9.1880386883642,0.00243601776820753,0.686112090758949
"ENSG00000229656",3.52757920284199,0.810263370234099,9.17455958496907,0.00245402414178389,0.686112090758949
"ENSG00000168675",2.01574479260051,0.406512245525335,9.13002537674897,0.00251448231903084,0.686112090758949
"ENSG00000184828",2.41415101496084,-1.44715268393427,9.12968371285895,0.00251495194758387,0.686112090758949
"ENSG00000240476",3.95524193743584,1.71049967534512,9.09398149829525,0.00256451982080258,0.686112090758949
"ENSG00000139597",1.34551769082475,0.522056705598302,9.06911608276452,0.00259962701148714,0.686112090758949
"ENSG00000253968",2.49127101931007,-0.394258263576324,9.03420759004427,0.00264973887367457,0.686112090758949
"ENSG00000041353",2.02656908859569,0.723207794448652,9.01895061576587,0.00267194748795906,0.686112090758949
"ENSG00000188277",1.18203714594654,-0.316222885371845,9.00040267802023,0.00269920126047941,0.686112090758949
