"gene","logFC","logCPM","LR","PValue","FDR"
"ENSG00000261822",0.120261600391165,1.58704525789052,0.110854896292892,0.739172939899787,0.929965490671996
"ENSG00000146085",-0.0682855234252889,5.45757716257235,0.110792044663068,0.739244199885445,0.930003708604916
"ENSG00000115866",-0.0587904024714492,6.77527201731765,0.110723853729059,0.739321538871576,0.930049569554312
"ENSG00000102098",-0.0883450994337358,3.08534351688498,0.110682368261535,0.739368602701798,0.930057342084743
"ENSG00000291043",-0.276749195411889,2.04570561057487,0.110600372272351,0.739461653144171,0.93009080212058
"ENSG00000140395",0.0679562486710173,5.65528890070695,0.110586873129776,0.739476975872728,0.93009080212058
"ENSG00000188997",-0.0832254301981652,3.12818060453169,0.110536022138314,0.739534705602195,0.930111985571888
"ENSG00000178146",-0.108581560418226,1.5410804630276,0.110400777837785,0.739688316532618,0.930253749695047
"ENSG00000105379",-0.0789738501060764,6.83698794747097,0.110277867072568,0.739828009637611,0.930377995645772
"ENSG00000256091",-0.176023956603234,-0.75380568710694,0.110164207644846,0.739957265159395,0.930489102700161
"ENSG00000109452",0.0996630737423194,2.69198590401818,0.110074877900111,0.740058904494131,0.930518664541217
"ENSG00000187815",-0.162089111390248,1.51377039051213,0.110053798502392,0.740082895297086,0.930518664541217
"ENSG00000227227",0.0915613579773243,2.33514609005286,0.110010866987171,0.740131764235748,0.930518664541217
"ENSG00000129460",0.0799209981999588,4.48319170861057,0.109999771609338,0.740144395824195,0.930518664541217
"ENSG00000230615",-0.0895005395788304,2.65412393256012,0.109936028866578,0.740216977773038,0.930558486343248
"ENSG00000025293",0.064219376327478,6.13057981493847,0.10980357723885,0.740367871188638,0.930643088409316
"ENSG00000262454",0.106618405906401,1.59147459037006,0.109780497108757,0.740394175192475,0.930643088409316
"ENSG00000229939",0.117740531599239,2.72792937250211,0.109769238246511,0.740407007826262,0.930643088409316
"ENSG00000242636",0.0843873667486473,3.05419722304802,0.109696459545765,0.740489977208759,0.930695950137844
"ENSG00000203965",0.091669388492168,3.34991669189305,0.10964731020691,0.740546025857651,0.930708538772215
"ENSG00000065923",0.106014392731298,3.26144793559495,0.109615927809216,0.740581820833298,0.930708538772215
"ENSG00000234975",-0.136558742895005,9.53796501359707,0.109491029314,0.740724337274589,0.930758294990144
"ENSG00000280172",-0.116783724538229,0.00969208384877854,0.109343662420535,0.740892607492904,0.930758294990144
"ENSG00000237007",-0.160018887627676,-1.11187604220074,0.109320375201733,0.740919209405383,0.930758294990144
"ENSG00000130775",0.0925077967554429,3.09408033272036,0.109306279670587,0.740935312816,0.930758294990144
"ENSG00000126821",0.0795777517684601,4.92240477317424,0.109253225175206,0.740995935143929,0.930758294990144
"ENSG00000258373",0.141944952539658,-0.279233856668419,0.109249211576937,0.741000521916656,0.930758294990144
"ENSG00000134202",0.0839263078312879,6.04911554214649,0.109244698003522,0.741005680176692,0.930758294990144
"ENSG00000254876",-0.145264344164439,-0.146327123833835,0.109226192369198,0.74102683025966,0.930758294990144
"ENSG00000250332",-0.119106727290193,0.75921499045532,0.109208151177457,0.74104745144463,0.930758294990144
"ENSG00000289007",-0.113498652978491,0.105076889977922,0.109159205907301,0.741103405684859,0.930758294990144
"ENSG00000292360",-0.113498652978491,0.105076889977922,0.109159205907301,0.741103405684859,0.930758294990144
"ENSG00000167323",-0.0673043125104377,5.73656542136374,0.109151334689217,0.741112405361196,0.930758294990144
"ENSG00000214595",0.171900210826507,-1.33643261060237,0.109016959920613,0.741266100338515,0.930899925499643
"ENSG00000196792",0.0584505252244067,5.2757379777018,0.108907976047508,0.741390830921838,0.930975607572473
"ENSG00000160321",0.163064069283054,-0.0857199697901378,0.108858634582207,0.741447324327172,0.930975607572473
"ENSG00000102452",0.347268334897803,-0.197324467444974,0.108826664429699,0.741483936064809,0.930975607572473
"ENSG00000165650",-0.0576727945069758,5.39059561112058,0.108775970851293,0.741542001814055,0.930975607572473
"ENSG00000104517",-0.059410329173649,6.94152591616342,0.108771062244394,0.741547625057242,0.930975607572473
"ENSG00000269608",-0.0930126912710923,1.77987602960258,0.108749857297507,0.741571918815422,0.930975607572473
"ENSG00000104888",-0.186426251372638,0.317575906801065,0.108621986579402,0.741718471471965,0.931076355278892
"ENSG00000269897",-0.0643854416517468,6.07760972561509,0.10860787586439,0.741734649623104,0.931076355278892
"ENSG00000236316",-0.254644017643521,-1.31458210171302,0.108572721374764,0.741774959852266,0.931076355278892
"ENSG00000183199",-0.0587652502501605,6.62744721244146,0.108429297138343,0.741939493624191,0.93123149420454
"ENSG00000258021",0.160195753865154,-0.928824979307709,0.10830814915158,0.742078566468884,0.931296468567553
"ENSG00000184983",0.0665391448528608,6.33411146476466,0.108289715773481,0.742099734774418,0.931296468567553
"ENSG00000225568",-0.0997147903052527,2.66669203631704,0.108277225161524,0.742114079731142,0.931296468567553
"ENSG00000179010",0.071602480219245,7.88516796004696,0.108167183486449,0.742240497736218,0.931368093142853
"ENSG00000123384",0.0764863233817245,5.22350142916181,0.108156269087161,0.742253040293071,0.931368093142853
"ENSG00000060138",-0.0595919748051201,6.33756155250302,0.108073866422359,0.742347758033645,0.931414792780366
"ENSG00000287009",-0.233859680077755,-1.38526435493023,0.108052653806917,0.742372147349253,0.931414792780366
"ENSG00000267105",-0.0722235525330017,3.90262766109282,0.107993711178024,0.74243993087456,0.931448463905498
"ENSG00000162390",0.169473151730382,2.06091813602579,0.107884240954753,0.742565875107845,0.931516202806652
"ENSG00000186399",0.135296599704682,-0.222331261859067,0.107875596903939,0.742575823004037,0.931516202806652
"ENSG00000156261",0.0541035470969555,9.0423616580001,0.107779758761467,0.74268614671355,0.931603223900735
"ENSG00000153130",-0.0642001445458449,6.63117998374503,0.107630734482797,0.742857803427792,0.931687307900474
"ENSG00000119977",0.0526561660115787,5.63901104478829,0.107580941698163,0.742915187617761,0.931687307900474
"ENSG00000254317",0.128987527868177,0.403728198455064,0.10755141026816,0.742949228356872,0.931687307900474
"ENSG00000184708",0.0705467068364192,3.56950631167711,0.107547985370063,0.742953176555585,0.931687307900474
"ENSG00000291097",-0.0966450470905905,1.61276105838643,0.107538813874902,0.742963749734328,0.931687307900474
"ENSG00000063761",-0.0977166291222255,2.71614345882699,0.107508308458748,0.742998920899529,0.931687307900474
