"","logFC","logCPM","LR","PValue","FDR"
"6643",6.91331566225436,-1.50562400945773,13.9728759589494,0.000185467062724417,0.685746155876303
"39072",-2.5730349714473,-1.68174967634514,13.4144975139222,0.000249687038700797,0.685746155876303
"13264",2.61709197823389,-1.16881464465428,13.3111715932912,0.000263829458877161,0.685746155876303
"34780",2.5420170134007,-0.0954473289393979,13.1147761119295,0.000292975819752153,0.685746155876303
"32302",7.54641200506437,-1.07370763057398,13.0978308614045,0.000295637904201207,0.685746155876303
"9309",6.39573633255151,-1.57992742625308,12.5745497124618,0.000391035448546616,0.685746155876303
"46242",1.18071279985256,0.402026728251733,12.4204486902256,0.000424658198806712,0.685746155876303
"13785",2.42747424242703,-1.2792987622442,12.2958841155552,0.000453958277624169,0.685746155876303
"9184",1.67663220710331,0.436886165755522,12.2291006037807,0.000470498731789466,0.685746155876303
"51798",-1.88225429827237,-0.537099285259293,11.8142629922003,0.000587786949103702,0.685746155876303
"40029",2.34717359465836,-1.22077129651829,11.5789046724702,0.000667042209307753,0.685746155876303
"2830",1.99495705261578,-0.619899092416928,11.5578924483055,0.000674622782191089,0.685746155876303
"53693",2.86111744388349,-0.0371070344091919,11.2797887180409,0.000783554736084457,0.685746155876303
"38799",5.75058497319242,1.20491796479586,11.2555049293337,0.000793872240961628,0.685746155876303
"52481",-1.84225886185518,-0.885852468576621,11.0021401102182,0.000910067455888927,0.685746155876303
"52118",2.27001320157366,-0.80056515011188,10.9308247392954,0.000945773843401591,0.685746155876303
"33565",1.29921188945332,1.07938046191429,10.6234731190491,0.00111661128603829,0.685746155876303
"39139",2.97623950307698,2.7885817184162,10.5554141074455,0.00115848255678862,0.685746155876303
"35261",5.57781132428109,3.10603740845173,10.4310400011147,0.00123914946692617,0.685746155876303
"46876",1.1193478462366,0.593016611977169,10.342790176077,0.0012998138338665,0.685746155876303
"4816",3.53092508307865,1.07508190403512,10.1537476632871,0.00144008189515033,0.685746155876303
"40802",1.7036476906073,-0.61928485161235,10.0066270976882,0.00155977923572336,0.685746155876303
"36310",3.77397318753288,4.88244911625892,9.95724508668808,0.00160217623676272,0.685746155876303
"9953",3.00325201318353,-1.45956343815229,9.88388660629257,0.00166732387303676,0.685746155876303
"3905",2.7617297232727,-1.17506764013205,9.81888595491369,0.00172728935587394,0.685746155876303
"54465",1.50498967444119,-0.93118502255793,9.80953606583527,0.00173609295937057,0.685746155876303
"4801",3.39674807909215,-0.75937568194936,9.80347873677706,0.0017418206325864,0.685746155876303
"28787",2.99959094791632,-0.439348907547105,9.79751274509244,0.00174748065663178,0.685746155876303
"22737",3.38488868420855,-0.197445343267143,9.75538432683232,0.00178798259027481,0.685746155876303
"21127",2.21310097303433,-0.649348516107048,9.57869762321714,0.001968479947162,0.685746155876303
"24927",2.45002062159169,-1.7216362080833,9.57443961392781,0.0019730506854646,0.685746155876303
"37789",2.66655359287944,0.259914999231023,9.56610680224637,0.00198202665629604,0.685746155876303
"40711",3.20664797308764,-1.50404862632134,9.54037681837167,0.00201000473024177,0.685746155876303
"52440",1.0801582998515,1.66985617151474,9.46009110199468,0.00209990642467145,0.685746155876303
"31935",8.2907779472775,-0.332452204826742,9.4466740011559,0.00211532343660102,0.685746155876303
"13245",1.35311545249783,-0.882353641116935,9.41270925384233,0.00215486598822471,0.685746155876303
"10544",2.85282380608998,5.88791537597028,9.39218275602938,0.0021791260368562,0.685746155876303
"13851",2.13935058011094,0.750398027915273,9.38863716133572,0.00218334451045256,0.685746155876303
"18154",2.21396895411991,-1.32727440429063,9.38586070119303,0.00218665366598532,0.685746155876303
"29525",2.46794896163687,-0.658026402142316,9.33130436088642,0.00225271946410997,0.685746155876303
"52444",4.12512763456296,1.69287892496182,9.28524832664595,0.00231006603250382,0.685746155876303
"20960",2.48302047430285,2.1987003471586,9.2840064265827,0.00231163272320692,0.685746155876303
"42072",1.50256463110434,-1.31491014110945,9.27782034012328,0.00231945271276957,0.685746155876303
"30921",-1.24974485612675,-0.379055775416846,9.21688579839637,0.0023979308542527,0.685746155876303
"37681",2.84570190952797,-1.34721316801577,9.19780119858958,0.00242306006086861,0.685746155876303
"38507",3.53019491250201,0.810174955218065,9.18640346298753,0.00243819505634825,0.685746155876303
"54954",2.01746257267345,0.406419640993231,9.14612489543326,0.00249245359897643,0.685746155876303
"54077",2.41579649321687,-1.44724952000799,9.14151725517767,0.0024987380793222,0.685746155876303
"10243",3.95767273982259,1.71041412010555,9.10341995606496,0.00255132011779829,0.685746155876303
"42499",1.34665113653405,0.521974907867556,9.08457297145351,0.00257774665922557,0.685746155876303
"17138",2.49353687954858,-0.394351330626332,9.04895642005352,0.00262844806904546,0.685746155876303
"54053",2.0284681516035,0.723108204592023,9.03666248079228,0.00264618298671313,0.685746155876303
"45844",1.18349788555268,-0.316312504737602,9.00858282746242,0.002687146979764,0.685746155876303
"16322",2.02098146154077,6.23418103137386,8.89173690470835,0.00286464094370322,0.685746155876303
"15820",-1.48714523255892,0.302934431105369,8.86235925193678,0.00291111079768181,0.685746155876303
"2291",2.19952199643873,1.87875388989407,8.86159216519095,0.00291233438705325,0.685746155876303
"27076",2.07114298281591,1.45035605567284,8.80854238271483,0.00299823462434363,0.685746155876303
"9046",1.93804849243983,-1.10108716488083,8.79811974911899,0.00301541155605314,0.685746155876303
"2546",2.37486258132872,4.11880879082721,8.78828874310079,0.00303170507761932,0.685746155876303
"58731",1.56005749779016,-0.0857090709036894,8.78008860384813,0.00304536406540065,0.685746155876303
"22217",4.28912662255836,-1.90375429723937,8.75101071462258,0.00309430511617921,0.685746155876303
"56370",3.03257368059841,0.621982210860749,8.74025602503646,0.0031126081389019,0.685746155876303
"34151",5.01282543332859,2.69551630352658,8.72523708395542,0.00313835257748182,0.685746155876303
"24810",1.79744127538472,2.55328259709282,8.65567334582619,0.00326044568315058,0.685746155876303
"10547",4.18107751183254,-1.15103075433208,8.63564224163714,0.00329649005876156,0.685746155876303
"25061",2.3115076998677,-1.42623368484763,8.63420317583505,0.00329909508355564,0.685746155876303
"29384",-1.79594168996002,-0.919699842498262,8.60673913219914,0.00334921402152854,0.685746155876303
"49546",1.64197166971274,-0.863337777406441,8.59594895289076,0.00336911608519308,0.685746155876303
"52874",3.54594294181697,6.82970711631922,8.58990962726486,0.0033803078149855,0.685746155876303
"21439",5.52335198240351,0.134060593344271,8.56848563720628,0.00342031524345515,0.685746155876303
"41713",2.83203944277011,-1.20562991572901,8.55712702679321,0.00344172137466546,0.685746155876303
"743",-1.91191633979962,-1.4050991799497,8.55313437584792,0.00344927812631529,0.685746155876303
"19494",1.59002619799444,0.486331345727896,8.52751315802983,0.00349817360602097,0.685746155876303
"10530",2.63747840026912,-0.130762997377136,8.48736133395224,0.00357622106230417,0.685746155876303
"29923",4.46590539651043,-1.99018723794392,8.46479302754924,0.00362086451282613,0.685746155876303
"10573",2.59613207232668,3.2602268649783,8.45668598145228,0.00363703945313263,0.685746155876303
"31891",-1.48892733905376,-0.643566843526005,8.42941348939659,0.00369199411805633,0.685746155876303
"54466",1.07571161608388,3.46028733296144,8.4259248524076,0.00369908445819706,0.685746155876303
"35417",2.25321081942459,5.36912478943813,8.40698534590638,0.00373781969298168,0.685746155876303
"52248",-1.53885505494047,-1.11615029770991,8.38734159911326,0.00377843123174674,0.685746155876303
"21129",2.28596659351803,0.94569661988931,8.38699332852402,0.0037791552823768,0.685746155876303
"21718",2.87927564086299,1.88465687143789,8.3812402484296,0.00379113631332248,0.685746155876303
"30203",2.14941493001052,-0.338808785665692,8.3520473827646,0.00385252982506131,0.685746155876303
"37324",2.3123422708041,4.4805710103168,8.33696225675868,0.00388464969994616,0.685746155876303
"3406",1.75581923028498,-0.98709908275339,8.30535277136988,0.00395284038075509,0.685746155876303
"36082",-0.914704529396333,7.26430326465214,8.30486529131144,0.00395390149645582,0.685746155876303
"34150",4.79346350211939,1.61031452391588,8.27040639341591,0.00402964855357824,0.685746155876303
"5588",1.71152332634645,-0.427935654022678,8.267477843391,0.0040361537410975,0.685746155876303
"51385",7.54453455504056,-1.2395555705255,8.26199564380862,0.00404836009028077,0.685746155876303
"19988",1.39733580524364,0.821804161158195,8.24499219505223,0.0040864584619767,0.685746155876303
"54070",0.569132780288022,6.94685052014611,8.23833512349638,0.00410147367786846,0.685746155876303
"57296",-0.716448715368209,4.66377089635674,8.23015684264486,0.00411999690964921,0.685746155876303
"50075",1.93806953433672,0.229975445817858,8.21923541179905,0.0041448660228047,0.685746155876303
"27370",2.23716058755909,2.19782659600586,8.21020837624527,0.00416553671721401,0.685746155876303
"40564",1.65460950456037,2.68560057595157,8.20445210148372,0.00417877256315252,0.685746155876303
"5407",1.0491604397374,4.55693732417136,8.18539051473562,0.00422290869703585,0.685746155876303
"27213",2.34052488397433,-0.11918721294563,8.18126660282602,0.00423251966948469,0.685746155876303
"28727",3.67156749332948,-1.81770921001771,8.11687383526546,0.00438551184545959,0.685746155876303
"45158",2.17024801660777,0.585408868956396,8.1160350922832,0.00438754135033084,0.685746155876303
"5405",2.21531380785529,-0.098455669954031,8.08652543883338,0.0044595578122129,0.685746155876303
"24644",2.46382355850606,1.35754188964894,8.08464205139644,0.00446419475635378,0.685746155876303
"24496",1.15326938339867,1.10794757211608,8.06639410727762,0.0045093766355291,0.685746155876303
"30317",4.73041345420378,-1.75402782970313,8.04776550881854,0.00455598145138429,0.685746155876303
"57452",2.88776716631513,1.82715776060334,8.00502383483983,0.00466477486116125,0.685746155876303
"21837",1.81860961043778,-1.11353330057634,7.99510568897479,0.00469039623376023,0.685746155876303
"7940",4.3265380703215,1.15183541057074,7.96317858441774,0.00477385054630624,0.685746155876303
"12310",1.63346410129916,-1.24559303340368,7.94705797507309,0.00481656134963469,0.685746155876303
"36316",2.04542452004767,6.96637748783018,7.91080399738973,0.00491404250147911,0.685746155876303
"22775",1.26854967548894,0.0229121547241988,7.88043167750468,0.0049972550404655,0.685746155876303
"37612",2.27260405777926,4.81505672012395,7.87031363255458,0.00502529363712433,0.685746155876303
"1495",3.60491476053836,-1.32652396563089,7.86790819064329,0.00503198302559144,0.685746155876303
"22562",2.7600270431567,0.98711161380558,7.8353173676162,0.00512351570344031,0.685746155876303
"19812",2.601126463064,-0.247127932617389,7.81847103972505,0.00517149277951962,0.685746155876303
"8843",2.48705606975575,2.63369202750155,7.81635723933758,0.0051775449700767,0.685746155876303
