gene_id,counts,sample,quality,length,geneFlag,xFlag,jobFlag
ENSG00000279928,5,SRR31476648,28,47,0,1,19023445
ENSG00000228037,5,SRR31476648,28,47,0,1,19023445
ENSG00000142611,1,SRR31476648,28,47,0,1,19023445
ENSG00000284616,0,SRR31476648,28,47,0,1,19023445
ENSG00000157911,395,SRR31476648,28,47,0,1,19023445
ENSG00000269896,22,SRR31476648,28,47,0,1,19023445
ENSG00000228463,267,SRR31476648,28,47,0,1,19023445
ENSG00000260972,0,SRR31476648,28,47,0,1,19023445
ENSG00000224340,0,SRR31476648,28,47,0,1,19023445
ENSG00000226374,0,SRR31476648,28,47,0,1,19023445
ENSG00000229280,0,SRR31476648,28,47,0,1,19023445
ENSG00000142655,449,SRR31476648,28,47,0,1,19023445
ENSG00000232596,0,SRR31476648,28,47,0,1,19023445
ENSG00000235054,0,SRR31476648,28,47,0,1,19023445
ENSG00000231510,0,SRR31476648,28,47,0,1,19023445
ENSG00000149527,0,SRR31476648,28,47,0,1,19023445
ENSG00000284739,0,SRR31476648,28,47,0,1,19023445
ENSG00000171621,651,SRR31476648,28,47,0,1,19023445
ENSG00000272235,0,SRR31476648,28,47,0,1,19023445
ENSG00000284694,0,SRR31476648,28,47,0,1,19023445
ENSG00000224387,0,SRR31476648,28,47,0,1,19023445
ENSG00000142583,28,SRR31476648,28,47,0,1,19023445
ENSG00000284674,0,SRR31476648,28,47,0,1,19023445
ENSG00000224338,0,SRR31476648,28,47,0,1,19023445
ENSG00000287727,0,SRR31476648,28,47,0,1,19023445
ENSG00000286448,1,SRR31476648,28,47,0,1,19023445
ENSG00000284703,1,SRR31476648,28,47,0,1,19023445
ENSG00000226457,269,SRR31476648,28,47,0,1,19023445
ENSG00000173614,568,SRR31476648,28,47,0,1,19023445
ENSG00000215720,0,SRR31476648,28,47,0,1,19023445
ENSG00000241326,89,SRR31476648,28,47,0,1,19023445
ENSG00000233623,0,SRR31476648,28,47,0,1,19023445
ENSG00000162592,13,SRR31476648,28,47,0,1,19023445
ENSG00000204624,0,SRR31476648,28,47,0,1,19023445
ENSG00000142606,51,SRR31476648,28,47,0,1,19023445
ENSG00000225931,0,SRR31476648,28,47,0,1,19023445
ENSG00000171729,452,SRR31476648,28,47,0,1,19023445
ENSG00000279457,608,SRR31476648,28,47,0,1,19023445
ENSG00000229393,0,SRR31476648,28,47,0,1,19023445
ENSG00000037637,519,SRR31476648,28,47,0,1,19023445
ENSG00000287586,6,SRR31476648,28,47,0,1,19023445
ENSG00000159423,382,SRR31476648,28,47,0,1,19023445
ENSG00000227169,0,SRR31476648,28,47,0,1,19023445
ENSG00000283356,0,SRR31476648,28,47,0,1,19023445
ENSG00000157916,1395,SRR31476648,28,47,0,1,19023445
ENSG00000157881,210,SRR31476648,28,47,0,1,19023445
ENSG00000238290,0,SRR31476648,28,47,0,1,19023445
ENSG00000225387,0,SRR31476648,28,47,0,1,19023445
ENSG00000048707,387,SRR31476648,28,47,0,1,19023445
ENSG00000225196,0,SRR31476648,28,47,0,1,19023445
ENSG00000162444,74,SRR31476648,28,47,0,1,19023445
ENSG00000279625,0,SRR31476648,28,47,0,1,19023445
ENSG00000180758,266,SRR31476648,28,47,0,1,19023445
ENSG00000184677,353,SRR31476648,28,47,0,1,19023445
ENSG00000288398,56,SRR31476648,28,47,0,1,19023445
ENSG00000224621,2,SRR31476648,28,47,0,1,19023445
ENSG00000285833,0,SRR31476648,28,47,0,1,19023445
ENSG00000131697,162,SRR31476648,28,47,0,1,19023445
ENSG00000284692,0,SRR31476648,28,47,0,1,19023445
ENSG00000284745,0,SRR31476648,28,47,0,1,19023445
ENSG00000280222,0,SRR31476648,28,47,0,1,19023445
ENSG00000285945,1,SRR31476648,28,47,0,1,19023445
ENSG00000197921,0,SRR31476648,28,47,0,1,19023445
ENSG00000233755,1,SRR31476648,28,47,0,1,19023445
ENSG00000233929,225,SRR31476648,28,47,0,1,19023445
ENSG00000234166,31,SRR31476648,28,47,0,1,19023445
ENSG00000235282,0,SRR31476648,28,47,0,1,19023445
ENSG00000055070,3701,SRR31476648,28,47,0,1,19023445
ENSG00000175087,280,SRR31476648,28,47,0,1,19023445
ENSG00000230035,0,SRR31476648,28,47,0,1,19023445
ENSG00000225643,2,SRR31476648,28,47,0,1,19023445
ENSG00000284666,0,SRR31476648,28,47,0,1,19023445
ENSG00000228943,0,SRR31476648,28,47,0,1,19023445
ENSG00000234397,775,SRR31476648,28,47,0,1,19023445
ENSG00000284309,0,SRR31476648,28,47,0,1,19023445
ENSG00000162511,35,SRR31476648,28,47,0,1,19023445
ENSG00000158014,6,SRR31476648,28,47,0,1,19023445
ENSG00000204138,1657,SRR31476648,28,47,0,1,19023445
ENSG00000233419,0,SRR31476648,28,47,0,1,19023445
ENSG00000235263,0,SRR31476648,28,47,0,1,19023445
ENSG00000228176,0,SRR31476648,28,47,0,1,19023445
ENSG00000231251,0,SRR31476648,28,47,0,1,19023445
ENSG00000142675,270,SRR31476648,28,47,0,1,19023445
ENSG00000197245,22,SRR31476648,28,47,0,1,19023445
ENSG00000130772,659,SRR31476648,28,47,0,1,19023445
ENSG00000215899,1376,SRR31476648,28,47,0,1,19023445
ENSG00000271398,2,SRR31476648,28,47,0,1,19023445
ENSG00000225011,1,SRR31476648,28,47,0,1,19023445
ENSG00000235069,0,SRR31476648,28,47,0,1,19023445
ENSG00000284676,0,SRR31476648,28,47,0,1,19023445
ENSG00000237058,0,SRR31476648,28,47,0,1,19023445
ENSG00000233399,0,SRR31476648,28,47,0,1,19023445
ENSG00000090020,841,SRR31476648,28,47,0,1,19023445
ENSG00000157978,404,SRR31476648,28,47,0,1,19023445
ENSG00000130770,2937,SRR31476648,28,47,0,1,19023445
ENSG00000229044,245,SRR31476648,28,47,0,1,19023445
ENSG00000162512,1512,SRR31476648,28,47,0,1,19023445
ENSG00000158006,230,SRR31476648,28,47,0,1,19023445
ENSG00000214812,15,SRR31476648,28,47,0,1,19023445
ENSG00000126698,4473,SRR31476648,28,47,0,1,19023445
ENSG00000229447,0,SRR31476648,28,47,0,1,19023445
ENSG00000229607,0,SRR31476648,28,47,0,1,19023445
ENSG00000130766,1215,SRR31476648,28,47,0,1,19023445
ENSG00000168528,1670,SRR31476648,28,47,0,1,19023445
ENSG00000196581,2369,SRR31476648,28,47,0,1,19023445
ENSG00000169403,288,SRR31476648,28,47,0,1,19023445
ENSG00000084628,6,SRR31476648,28,47,0,1,19023445
ENSG00000060688,1305,SRR31476648,28,47,0,1,19023445
ENSG00000171612,865,SRR31476648,28,47,0,1,19023445
ENSG00000270927,0,SRR31476648,28,47,0,1,19023445
ENSG00000188910,164,SRR31476648,28,47,0,1,19023445
ENSG00000230523,0,SRR31476648,28,47,0,1,19023445
ENSG00000158161,697,SRR31476648,28,47,0,1,19023445
ENSG00000142684,938,SRR31476648,28,47,0,1,19023445
ENSG00000121769,255,SRR31476648,28,47,0,1,19023445
ENSG00000142627,3228,SRR31476648,28,47,0,1,19023445
ENSG00000284668,0,SRR31476648,28,47,0,1,19023445
ENSG00000233234,0,SRR31476648,28,47,0,1,19023445
ENSG00000142632,252,SRR31476648,28,47,0,1,19023445
ENSG00000234593,0,SRR31476648,28,47,0,1,19023445
ENSG00000270605,19,SRR31476648,28,47,0,1,19023445
ENSG00000189337,896,SRR31476648,28,47,0,1,19023445
ENSG00000235143,0,SRR31476648,28,47,0,1,19023445
ENSG00000225478,0,SRR31476648,28,47,0,1,19023445
ENSG00000028137,43,SRR31476648,28,47,0,1,19023445
ENSG00000204464,0,SRR31476648,28,47,0,1,19023445
ENSG00000233372,0,SRR31476648,28,47,0,1,19023445
ENSG00000283259,0,SRR31476648,28,47,0,1,19023445
ENSG00000284543,196,SRR31476648,28,47,0,1,19023445
ENSG00000130939,828,SRR31476648,28,47,0,1,19023445
ENSG00000175147,65,SRR31476648,28,47,0,1,19023445
ENSG00000127472,0,SRR31476648,28,47,0,1,19023445
ENSG00000060656,331,SRR31476648,28,47,0,1,19023445
ENSG00000163867,777,SRR31476648,28,47,0,1,19023445
ENSG00000232768,0,SRR31476648,28,47,0,1,19023445
ENSG00000230214,0,SRR31476648,28,47,0,1,19023445
ENSG00000189280,0,SRR31476648,28,47,0,1,19023445
ENSG00000134698,187,SRR31476648,28,47,0,1,19023445
ENSG00000272420,0,SRR31476648,28,47,0,1,19023445
ENSG00000132881,44,SRR31476648,28,47,0,1,19023445
ENSG00000273274,8,SRR31476648,28,47,0,1,19023445
ENSG00000236648,0,SRR31476648,28,47,0,1,19023445
ENSG00000232273,850,SRR31476648,28,47,0,1,19023445
ENSG00000009709,0,SRR31476648,28,47,0,1,19023445
ENSG00000287396,0,SRR31476648,28,47,0,1,19023445
ENSG00000158008,5,SRR31476648,28,47,0,1,19023445
ENSG00000130940,158,SRR31476648,28,47,0,1,19023445
ENSG00000163879,38,SRR31476648,28,47,0,1,19023445
ENSG00000227527,1,SRR31476648,28,47,0,1,19023445
ENSG00000116954,1151,SRR31476648,28,47,0,1,19023445
ENSG00000228589,1520,SRR31476648,28,47,0,1,19023445
ENSG00000163873,0,SRR31476648,28,47,0,1,19023445
ENSG00000117215,0,SRR31476648,28,47,0,1,19023445
ENSG00000230163,1,SRR31476648,28,47,0,1,19023445
ENSG00000227538,0,SRR31476648,28,47,0,1,19023445
ENSG00000044012,3,SRR31476648,28,47,0,1,19023445
ENSG00000179051,2642,SRR31476648,28,47,0,1,19023445
ENSG00000215895,1455,SRR31476648,28,47,0,1,19023445
ENSG00000284650,0,SRR31476648,28,47,0,1,19023445
ENSG00000237329,0,SRR31476648,28,47,0,1,19023445
ENSG00000236948,0,SRR31476648,28,47,0,1,19023445
ENSG00000126067,4105,SRR31476648,28,47,0,1,19023445
ENSG00000274944,531,SRR31476648,28,47,0,1,19023445
ENSG00000272078,83,SRR31476648,28,47,0,1,19023445
ENSG00000230451,0,SRR31476648,28,47,0,1,19023445
ENSG00000231606,1,SRR31476648,28,47,0,1,19023445
ENSG00000215900,0,SRR31476648,28,47,0,1,19023445
ENSG00000284632,0,SRR31476648,28,47,0,1,19023445
ENSG00000241014,22,SRR31476648,28,47,0,1,19023445
ENSG00000054118,2305,SRR31476648,28,47,0,1,19023445
ENSG00000254553,133,SRR31476648,28,47,0,1,19023445
ENSG00000284653,0,SRR31476648,28,47,0,1,19023445
ENSG00000237749,1558,SRR31476648,28,47,0,1,19023445
ENSG00000276747,0,SRR31476648,28,47,0,1,19023445
ENSG00000284705,3,SRR31476648,28,47,0,1,19023445
ENSG00000228776,0,SRR31476648,28,47,0,1,19023445
ENSG00000159339,0,SRR31476648,28,47,0,1,19023445
ENSG00000261781,0,SRR31476648,28,47,0,1,19023445
ENSG00000284743,0,SRR31476648,28,47,0,1,19023445
ENSG00000158315,110,SRR31476648,28,47,0,1,19023445
ENSG00000186973,1,SRR31476648,28,47,0,1,19023445
ENSG00000146463,1398,SRR31476648,28,47,0,1,19023445
ENSG00000271741,876,SRR31476648,28,47,0,1,19023445
